GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALKVE001,ALKVE002,ALKVE003,ALKVE004,ALKVE005,ALKVE006,ALKVE007,ALKVE008,ALKVE009,ALKVE010,ALKVE011,ALKVE012,ALKVE013,ALKVE014,ALKVE015,ALKVE016,ALKVE017,ALKVE018,ALKVE019,ALKVE020,ALKVE021,ALKVE022,ALKVE023,ALKVE024,ALKVE025,ALKVE026,ALKVE027,NAME_M,ALKVM001,ALKVM002,ALKVM003,ALKVM004,ALKVM005,ALKVM006,ALKVM007,ALKVM008,ALKVM009,ALKVM010,ALKVM011,ALKVM012,ALKVM013,ALKVM014,ALKVM015,ALKVM016,ALKVM017,ALKVM018,ALKVM019,ALKVM020,ALKVM021,ALKVM022,ALKVM023,ALKVM024,ALKVM025,ALKVM026,ALKVM027
"G0600730","2019","CA",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,"05000US06073","San Diego County, California",522793,512333,1081,845,883,3825,3458,2383,2587,2654,2478,4475,2237,1901,2821,5046,3534,12286,14515,57487,81182,155711,89525,35611,16382,9426,10460,"San Diego County, California",9244,9407,851,578,502,922,1117,927,1002,1034,815,1348,866,631,1091,1385,1116,2297,2209,4357,4833,7759,5445,3021,2493,2068,1774
"G0600750","2019","CA",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,"05000US06075","San Francisco County, California",229999,224222,419,1315,2122,3197,7941,3227,1524,1651,1809,5237,1730,3131,2392,2495,1725,5672,6443,18743,15283,33528,28491,26064,26164,23919,5777,"San Francisco County, California",6426,6570,374,790,1014,1263,1713,1274,829,596,748,1620,687,1307,1059,794,606,1392,1695,2707,2105,3210,2843,2609,2794,2713,1531
"G0600770","2019","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,"05000US06077","San Joaquin County, California",95813,92347,327,521,472,812,723,443,741,726,913,1991,1182,2193,1980,3005,4647,11797,8179,16821,13768,13113,6039,1146,530,278,3466,"San Joaquin County, California",4529,4395,258,331,354,403,415,443,451,453,552,774,573,690,797,1030,1120,2145,1669,2253,2142,2027,1614,688,365,259,909
"G0600790","2019","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,"05000US06079","San Luis Obispo County, California",40029,38997,38,0,0,506,306,0,25,444,283,269,141,491,489,329,299,940,2289,5314,6436,13480,4652,811,1078,377,1032,"San Luis Obispo County, California",3280,3384,61,216,216,321,338,216,47,483,381,251,178,498,375,313,304,416,920,1393,1562,2222,1480,341,576,280,700
"G0600810","2019","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,"05000US06081","San Mateo County, California",107987,105289,81,628,320,574,584,397,44,458,210,70,428,46,170,1244,106,983,1337,3285,4598,18784,22029,17327,17465,14121,2698,"San Mateo County, California",4379,4369,135,695,267,486,512,306,74,374,214,118,369,76,279,641,141,586,824,951,931,2206,2736,2354,1937,2043,831
"G0600830","2019","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,"05000US06083","Santa Barbara County, California",70033,67145,302,237,364,577,1614,591,204,1019,494,264,147,400,689,679,687,2398,2714,8468,9713,17313,8286,5307,2240,2438,2888,"Santa Barbara County, California",3482,3301,314,213,363,388,714,527,236,669,385,189,176,244,396,351,453,977,910,1478,1952,2015,1343,1483,727,808,1043
"G0600850","2019","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County, California",290061,285046,744,273,447,1530,3052,2303,1240,1674,1051,1993,380,1426,1161,1109,1511,3374,4040,14299,14649,47817,65108,54655,35287,25923,5015,"Santa Clara County, California",5827,5998,576,376,384,609,978,948,672,762,675,776,223,788,578,416,628,978,1078,2273,2115,3333,4392,3675,3282,2749,1039
"G0600870","2019","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County, California",39157,37744,155,0,0,772,546,344,521,564,280,392,146,132,105,143,329,554,711,4665,4727,9782,7205,2143,2781,747,1413,"Santa Cruz County, California",2748,2639,121,216,216,580,417,509,537,448,204,359,172,151,169,232,380,442,574,1526,1107,1743,1633,818,873,449,665
"G0600890","2019","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,"05000US06089","Shasta County, California",26751,26437,40,0,241,752,244,326,484,577,656,823,888,874,983,2073,1853,3516,2322,4464,2683,2123,515,0,0,0,314,"Shasta County, California",2342,2335,67,216,272,402,181,401,358,452,429,469,656,544,466,922,871,1050,817,1044,977,971,369,216,216,216,220
"G0600950","2019","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,"05000US06095","Solano County, California",56851,54972,68,0,209,885,367,577,295,393,250,669,131,947,535,476,77,2480,2121,6856,7067,18131,8424,3419,140,455,1879,"Solano County, California",3157,3233,133,216,323,514,302,534,241,499,259,786,158,569,392,379,126,1068,846,1695,1471,2428,1786,876,134,189,710
"G0600970","2019","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County, California",72168,68053,38,0,419,526,688,665,240,583,510,1012,369,360,95,1917,781,1282,1229,8589,9063,19062,12335,5566,1887,837,4115,"Sonoma County, California",3608,3500,63,216,407,357,530,340,259,423,421,532,315,302,113,1074,478,603,509,1663,2051,2644,1647,1584,865,631,1178
"G0600990","2019","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County, California",74451,70234,218,199,383,613,609,616,460,641,1197,1688,1564,1937,1340,2356,2608,7632,7962,16770,9008,10688,1088,38,619,0,4217,"Stanislaus County, California",4332,4093,224,206,316,397,373,396,321,460,1044,700,875,800,610,779,1005,1605,1691,2286,1568,2073,625,67,398,216,1195
"G0601010","2019","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",13724,12921,307,143,267,7,25,70,33,228,94,100,367,982,179,534,309,1625,1646,2428,2041,829,626,0,81,0,803,"Sutter County, California",1542,1597,291,237,297,11,42,91,45,195,167,99,392,574,166,411,333,692,743,886,838,689,584,216,75,216,385
"G0601030","2019","CA",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,,"05000US06103","Tehama County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tehama County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0601070","2019","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,"05000US06107","Tulare County, California",58729,54079,379,248,156,530,512,1179,864,1154,1593,4066,1629,2976,4010,3337,1285,8342,7323,6298,5345,1713,513,162,188,277,4650,"Tulare County, California",3802,3732,305,227,112,296,408,708,470,573,759,1549,899,1431,1449,1155,556,2358,1684,1717,2278,798,337,218,230,425,1512
"G0601110","2019","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,"05000US06111","Ventura County, California",100014,97392,0,0,656,920,401,203,945,686,156,634,447,977,356,1094,996,2348,1769,10675,11077,27674,20482,9535,3459,1902,2622,"Ventura County, California",3465,3495,216,216,542,401,264,154,442,501,169,341,345,697,301,651,576,878,740,1707,1717,2534,2349,1686,1358,929,792
"G0601130","2019","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,"05000US06113","Yolo County, California",37236,34993,158,171,9,597,60,386,98,378,41,1588,202,247,325,638,292,2548,1609,6828,4860,8765,3957,474,264,498,2243,"Yolo County, California",2458,2453,179,259,15,461,103,344,135,358,75,903,238,251,304,580,278,1085,648,1449,1198,1810,1083,272,213,649,779
"G0601150","2019","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,"05000US06115","Yuba County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuba County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0800010","2019","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,"05000US08001","Adams County, Colorado",54919,53269,0,0,469,36,125,242,0,53,57,471,151,553,462,257,1558,3929,4579,13679,10530,12474,2892,752,0,0,1650,"Adams County, Colorado",3378,3299,206,206,531,62,126,233,206,87,73,434,202,349,338,222,765,1115,1258,2192,1820,2071,1086,554,206,206,777
"G0800050","2019","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,"05000US08005","Arapahoe County, Colorado",84973,83743,97,553,228,1123,452,181,107,64,158,394,102,228,1052,321,209,3899,4955,17832,21568,21457,5983,2135,358,287,1230,"Arapahoe County, Colorado",3426,3429,148,540,264,631,487,217,130,66,215,404,122,155,652,257,208,1184,1223,2554,2104,2251,1406,902,216,214,420
"G0800130","2019","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,"05000US08013","Boulder County, Colorado",50620,49475,0,83,495,484,279,0,102,374,176,0,50,387,102,540,1000,1588,1772,6913,10035,14432,7269,1243,1614,537,1145,"Boulder County, Colorado",2414,2533,206,140,399,366,239,206,122,260,230,206,89,300,127,497,642,782,737,1515,1573,1865,1500,579,718,330,690
"G0800140","2019","CO",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,"05000US08014","Broomfield County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0800310","2019","CO",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,"05000US08031","Denver County, Colorado",159825,157524,1405,973,1764,3045,1284,1265,892,2138,1524,823,1123,1124,1050,1358,1752,5648,9161,31316,27345,40165,15821,4623,1293,632,2301,"Denver County, Colorado",5232,5209,1124,751,823,854,625,550,488,997,786,479,676,564,585,639,690,1359,2005,3504,2972,3829,2237,1352,807,435,733
"G0800350","2019","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,"05000US08035","Douglas County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0800410","2019","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,"05000US08041","El Paso County, Colorado",95553,94183,474,452,496,638,558,542,813,691,723,2048,1078,2032,2586,2914,3582,6654,10368,20904,14319,18537,2741,527,374,132,1370,"El Paso County, Colorado",4568,4553,418,388,521,442,538,384,748,461,494,1148,577,662,873,969,1314,1423,1884,2742,2035,2323,772,424,268,155,611
"G0800590","2019","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,"05000US08059","Jefferson County, Colorado",71573,69343,185,62,137,659,846,585,162,544,130,335,79,522,908,832,849,2833,4103,13646,16337,17512,5682,1210,761,424,2230,"Jefferson County, Colorado",3504,3327,302,103,162,587,525,352,154,469,136,316,131,345,667,512,424,960,1039,1772,2441,2187,1043,580,377,307,710
"G0800690","2019","CO",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,"05000US08069","Larimer County, Colorado",50240,49200,136,0,390,152,216,277,221,409,194,334,543,720,900,1169,986,3221,3194,11179,9713,12401,2140,503,0,202,1040,"Larimer County, Colorado",2951,2872,139,206,360,179,188,256,198,492,166,290,437,465,619,895,608,947,1066,1878,1855,1913,810,334,206,181,556
"G0800770","2019","CO",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,"05000US08077","Mesa County, Colorado",18311,18007,205,38,247,159,151,133,444,201,214,529,141,1346,1562,888,1144,2371,734,3496,2342,929,292,441,0,0,304,"Mesa County, Colorado",2131,2119,241,70,243,222,242,153,460,301,204,474,121,602,697,645,682,1044,431,1235,1154,659,444,429,206,206,238
"G0801010","2019","CO",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,"05000US08101","Pueblo County, Colorado",21783,20591,0,253,111,583,378,1137,316,1166,1044,1220,1295,1416,1467,800,1084,2551,1147,2925,1144,378,72,42,62,0,1192,"Pueblo County, Colorado",1777,1883,206,322,115,380,293,619,217,846,631,600,482,603,654,413,511,761,566,794,653,238,122,70,107,206,490
"G0801230","2019","CO",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,"05000US08123","Weld County, Colorado",29410,28188,188,141,0,300,62,99,360,335,195,984,117,1050,687,948,1822,2277,2984,4758,6047,3547,1034,64,110,79,1222,"Weld County, Colorado",2467,2378,179,218,206,214,51,118,247,432,257,600,192,637,411,596,663,826,827,1219,1691,827,449,72,95,76,505
"G0900010","2019","CT",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,"05000US09001","Fairfield County, Connecticut",115509,111604,1102,966,1272,1641,1633,2428,1961,1552,1291,2741,924,1656,1401,1373,1892,5225,6519,16067,14644,22165,12937,4832,2888,2494,3905,"Fairfield County, Connecticut",4541,4398,667,628,570,795,955,1071,833,1083,801,1024,493,913,545,583,739,1386,1358,2157,2486,2403,1893,1070,939,858,949
"G0900030","2019","CT",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,"05000US09003","Hartford County, Connecticut",129825,124757,1789,1775,2347,2643,1594,1898,1529,2743,1198,1795,2368,3907,2938,4792,8203,13036,14382,29330,14071,9396,1851,668,391,113,5068,"Hartford County, Connecticut",4434,4630,747,797,1055,737,773,877,673,947,646,766,823,1247,944,1307,1730,2135,2374,3452,2218,1978,605,359,327,137,1423
"G0900050","2019","CT",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,"05000US09005","Litchfield County, Connecticut",18825,17567,40,0,143,127,217,98,133,381,84,623,559,1007,899,908,718,2922,1720,2378,1582,2145,747,0,136,0,1258,"Litchfield County, Connecticut",1963,1838,70,213,152,140,209,111,165,331,97,487,330,527,479,439,509,1053,621,761,720,919,702,213,218,213,581
"G0900070","2019","CT",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,"05000US09007","Middlesex County, Connecticut",17056,16534,286,0,85,410,192,101,246,299,249,133,309,169,299,282,1253,2039,1517,4701,2191,1454,64,0,125,130,522,"Middlesex County, Connecticut",1938,1909,362,213,145,333,192,121,265,277,244,161,404,173,307,211,602,937,663,1184,876,709,107,213,95,157,349
"G0900090","2019","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,"05000US09009","New Haven County, Connecticut",129887,126345,1593,2921,2170,2906,1817,1967,2633,1517,1311,2738,1418,3088,3110,6443,5189,14273,11197,27383,14414,13253,2671,768,682,883,3542,"New Haven County, Connecticut",5300,5322,868,1351,951,1057,805,810,1407,683,703,953,727,1084,1036,1457,1405,2099,1825,2846,2054,2134,805,365,338,479,962
"G0900110","2019","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,"05000US09011","New London County, Connecticut",38438,37015,653,263,645,608,196,494,87,968,339,617,211,963,620,1946,1417,5133,4182,8267,3869,4006,1255,120,97,59,1423,"New London County, Connecticut",2670,2561,528,345,462,409,232,437,151,628,268,431,216,624,436,1057,695,1224,1050,1675,901,1175,654,164,166,96,952
"G0900130","2019","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,"05000US09013","Tolland County, Connecticut",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tolland County, Connecticut",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0900150","2019","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,"05000US09015","Windham County, Connecticut",16211,15642,347,357,220,353,318,393,503,66,26,323,317,733,554,605,1629,3294,1561,2945,809,121,168,0,0,0,569,"Windham County, Connecticut",1733,1722,275,356,284,261,278,279,251,110,42,331,256,370,360,427,956,1150,720,1058,521,150,193,213,213,213,332
"G1000010","2019","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",22705,21416,0,123,151,546,174,876,258,372,66,767,1029,1121,544,295,951,2457,1855,4684,3588,1221,225,113,0,0,1289,"Kent County, Delaware",2213,2190,203,144,151,472,145,609,303,356,120,641,850,714,445,227,668,1060,655,1447,1347,618,358,137,203,203,645
"G1000030","2019","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",70953,70201,352,1000,841,1545,1112,421,543,413,1195,560,795,658,1617,2324,2858,9746,10777,19156,7850,5166,856,197,106,113,752,"New Castle County, Delaware",3435,3402,306,581,509,764,566,310,378,408,693,344,507,394,765,932,937,1929,1778,2297,1560,1215,425,237,95,134,396
"G1000050","2019","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",18078,16626,51,496,185,0,414,579,200,158,1102,1012,263,1031,1195,1069,961,1768,918,2791,1272,1031,130,0,0,0,1452,"Sussex County, Delaware",2013,1960,85,280,197,203,335,482,172,130,688,482,239,750,616,686,657,658,406,1051,572,555,177,203,203,203,674
"G1100010","2019","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",170582,167924,2930,1724,2585,5441,720,2218,1292,1632,737,2261,1555,2293,1851,2541,2381,6057,7054,20380,17310,36147,22398,13914,7528,4975,2658,"District of Columbia, District of Columbia",4562,4611,1068,699,924,1537,407,1047,734,721,459,1023,862,1039,748,865,841,1331,1560,2481,2060,3184,2407,2268,1155,1128,1026
"G1200010","2019","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",47370,45199,76,169,309,734,56,511,981,943,1020,2909,1140,1275,2344,3936,3775,6357,3660,6573,4491,2293,1372,193,0,82,2171,"Alachua County, Florida",3220,3196,131,195,433,551,96,401,750,585,608,1300,548,589,866,1491,1401,1672,1106,1731,1333,925,532,258,234,136,768
"G1200050","2019","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",20264,19856,23,68,0,441,197,294,38,559,236,283,287,350,557,1604,569,3051,1273,3738,3351,2092,453,231,0,161,408,"Bay County, Florida",2725,2693,39,122,234,437,263,342,66,727,280,253,296,271,436,950,451,1405,535,1521,1288,1081,357,237,234,278,242
"G1200090","2019","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",51737,49645,391,130,588,306,368,662,166,481,290,1092,839,1603,1626,1985,2656,6454,6131,9774,7023,5126,1086,460,316,92,2092,"Brevard County, Florida",3810,3771,262,212,446,312,434,384,138,343,267,514,468,713,706,766,980,1590,1373,1731,1928,1299,649,417,367,111,745
"G1200110","2019","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",266723,260467,536,975,1380,874,978,747,654,1052,181,2088,1078,2050,2378,3601,3147,14215,15783,63290,53755,60360,21200,6811,2011,1323,6256,"Broward County, Florida",8120,8109,494,699,564,544,646,434,605,795,233,1034,625,802,943,1117,1143,2350,2289,5962,5002,4834,2875,1421,754,607,1211
"G1200150","2019","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charlotte County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1200170","2019","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",10975,10352,63,348,331,0,59,158,46,74,541,489,574,1242,441,1027,1214,806,506,854,745,466,368,0,0,0,623,"Citrus County, Florida",1747,1683,107,335,527,234,97,190,78,126,499,361,471,729,327,725,803,513,428,483,746,509,459,234,234,234,340
"G1200190","2019","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1200210","2019","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",36221,35364,0,360,234,304,141,836,46,92,228,842,1094,491,467,206,150,1747,2095,8469,7175,6915,2128,1172,172,0,857,"Collier County, Florida",3086,3100,234,388,296,292,241,623,78,111,200,434,619,353,381,216,187,749,922,2102,1806,1772,797,744,166,234,365
"G1200230","2019","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1200310","2019","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",158484,152835,1962,649,1113,2995,826,1255,1019,1556,966,3121,3457,5432,7599,8843,8621,18339,18152,33115,15691,13950,2985,611,216,362,5649,"Duval County, Florida",5983,5875,989,366,792,997,494,645,646,836,534,1041,1115,1274,1882,1772,1960,2933,2628,3591,2809,2750,993,334,156,185,1396
"G1200330","2019","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,"05000US12033","Escambia County, Florida",47840,45059,707,339,297,1114,506,647,599,786,934,2376,2126,3082,3037,3335,2661,5072,4178,7939,2806,1910,211,54,343,0,2781,"Escambia County, Florida",2852,2787,561,343,278,518,528,381,407,482,634,951,901,1021,1056,1169,943,1750,1492,1546,1181,762,186,95,440,234,984
"G1200350","2019","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,"05000US12035","Flagler County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flagler County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1200530","2019","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,"05000US12053","Hernando County, Florida",15111,13919,92,0,59,59,549,357,151,58,924,214,316,772,678,828,1909,1700,2155,2001,732,106,0,0,0,259,1192,"Hernando County, Florida",2135,2149,112,234,95,99,736,332,159,99,634,153,208,410,428,536,720,675,985,769,571,121,234,234,234,307,566
"G1200550","2019","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,"05000US12055","Highlands County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Highlands County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1200570","2019","FL",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,"05000US12057","Hillsborough County, Florida",217313,209546,448,852,2543,2015,560,2360,1344,2748,1582,3806,3088,4120,5309,7864,11219,22989,23461,46332,33160,24254,5163,2714,622,993,7767,"Hillsborough County, Florida",5170,5240,390,433,1036,815,323,777,638,1067,624,1137,974,1172,1317,1867,2057,2767,3256,3611,3442,3184,1335,816,455,617,1829
"G1200610","2019","FL",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,"05000US12061","Indian River County, Florida",14508,13327,0,74,0,0,125,425,0,0,0,1528,522,657,644,773,804,1445,1289,2456,1041,1026,190,130,118,80,1181,"Indian River County, Florida",2136,2154,234,196,234,234,140,347,234,234,234,1360,445,747,355,571,492,603,835,1067,561,791,184,151,144,138,821
"G1200690","2019","FL",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,"05000US12069","Lake County, Florida",37091,34659,0,815,1193,83,0,365,588,234,225,2608,493,1416,2023,830,2078,3486,3102,6894,4048,2485,424,555,221,493,2432,"Lake County, Florida",3269,3306,234,813,997,97,234,319,517,204,172,1271,446,898,1142,535,850,978,1131,1973,1571,1161,479,326,257,283,1017
