GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,O34E001,O34E002,O34E003,O34E004,O34E005,O34E006,O34E007,O34E008,O34E009,O34E010,O34E011,O34E012,O34E013,O34E014,O34E015,O34E016,O34E017,NAME_M,O34M001,O34M002,O34M003,O34M004,O34M005,O34M006,O34M007,O34M008,O34M009,O34M010,O34M011,O34M012,O34M013,O34M014,O34M015,O34M016,O34M017
"G26027440","2012","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",35898,1265,1880,1560,2373,1271,1738,1191,1622,866,2822,4041,4807,2763,2010,2602,3087,"Farmington Hills city, Michigan",1723,552,866,695,825,548,645,684,545,418,928,950,847,786,610,589,611
"G26029000","2012","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",41191,8669,3797,4124,2773,3065,3820,2352,2157,1548,2567,2878,1836,993,515,97,0,"Flint city, Michigan",1948,1193,937,826,854,825,1008,678,616,535,683,766,536,403,296,97,161
"G26034000","2012","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",73510,9124,5170,6001,4483,4097,4138,5006,3941,3911,6428,6906,6822,4181,1434,1014,854,"Grand Rapids city, Michigan",2362,1455,1025,1290,1035,937,868,968,819,907,1025,1138,1117,966,525,402,408
"G26042160","2012","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",27971,5133,2597,2255,2526,1350,1930,802,1631,959,1836,2125,2479,1140,521,250,437,"Kalamazoo city, Michigan",1480,1119,795,752,722,552,781,368,633,342,544,563,712,449,321,180,274
"G26046000","2012","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",47461,7751,3609,4087,3485,2819,2954,1941,1959,2691,4678,4457,3996,1578,807,422,227,"Lansing city, Michigan",1668,1179,911,982,905,644,776,519,632,808,969,882,903,510,453,180,184
"G26049000","2012","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",36091,1486,1473,968,1204,1058,1689,1728,1546,1493,3269,4263,5700,4385,2481,2235,1113,"Livonia city, Michigan",1498,482,494,331,381,367,515,514,457,373,687,856,804,712,599,536,417
"G26069035","2012","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",27893,480,787,1211,889,1481,506,1376,944,942,1448,3043,4069,3008,2368,3062,2279,"Rochester Hills city, Michigan",1245,241,428,508,356,536,377,625,400,445,518,749,854,651,629,719,557
"G26074900","2012","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",31724,2737,2354,1319,2449,1757,2370,1009,1626,1857,2570,3008,3700,2092,950,1296,630,"Southfield city, Michigan",1642,677,578,499,684,569,766,460,646,587,735,770,912,559,360,386,305
"G26076460","2012","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",47914,3051,1310,2310,2907,3037,2350,1899,1972,1956,3655,4925,6910,5079,2301,3242,1010,"Sterling Heights city, Michigan",1691,691,489,703,769,850,716,750,678,818,889,1029,1155,872,641,889,394
"G26080700","2012","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",30838,1636,625,957,853,971,1085,1425,499,1345,1721,3449,4371,3826,2123,2736,3216,"Troy city, Michigan",1198,559,230,365,285,374,464,567,275,580,440,764,813,755,449,594,697
"G26084000","2012","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",52262,4539,3279,4006,3573,3278,3496,3321,2650,2596,3830,5772,6304,3152,1564,661,241,"Warren city, Michigan",1880,945,911,834,778,953,715,726,848,705,959,1118,961,627,439,271,149
"G26086000","2012","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",32739,2440,1931,1966,2446,2295,2081,1864,1728,1357,2745,3398,4239,1809,1215,933,292,"Westland city, Michigan",1742,764,517,675,665,731,641,634,472,454,748,741,727,491,467,368,285
"G26088940","2012","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",28127,1513,1552,2183,1047,2021,1651,2206,1958,950,3100,3312,3640,1402,1121,245,226,"Wyoming city, Michigan",1666,485,551,925,568,758,645,805,721,374,837,818,888,492,568,178,218
"G27006616","2012","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",36472,1368,1445,1425,2006,1311,1682,2884,1274,1944,3352,4072,5082,3614,1312,2062,1639,"Bloomington city, Minnesota",1386,462,520,519,623,475,505,688,449,554,808,1009,783,734,475,533,479
"G27007966","2012","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",27562,1680,698,1227,982,1141,1305,1377,1451,1385,2066,3158,3659,3340,1677,1660,756,"Brooklyn Park city, Minnesota",1354,728,389,524,555,496,504,556,624,626,854,773,749,918,515,697,363
"G27017000","2012","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",35025,4673,1802,2320,2229,1598,2027,2046,1184,1312,2975,4230,3928,1930,876,697,1198,"Duluth city, Minnesota",1520,775,455,589,587,482,511,617,381,492,631,830,735,539,326,286,450
"G27043000","2012","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",165854,18813,8446,9134,9674,7653,9375,7711,8103,6988,11415,14061,19197,13069,7719,6379,8117,"Minneapolis city, Minnesota",3196,1873,1228,1404,1313,1363,1178,1031,1412,964,1408,1677,1590,1405,1223,966,1152
"G27051730","2012","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",29100,941,795,965,792,928,796,1201,761,658,1957,2607,4409,2801,2182,3424,3883,"Plymouth city, Minnesota",1071,429,384,406,431,445,336,447,389,316,590,868,807,604,700,885,806
"G27054880","2012","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",43101,2446,1512,2085,1800,1555,1542,2089,2412,1688,3638,5112,6407,4816,1740,2671,1588,"Rochester city, Minnesota",1150,609,553,536,618,500,612,708,665,517,938,1059,1067,1032,571,771,399
"G27056896","2012","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",25168,2711,2410,1548,1312,1060,1523,1014,1188,1326,2155,1915,3266,1607,1080,452,601,"St. Cloud city, Minnesota",1440,1071,965,618,556,582,572,428,435,682,654,652,838,580,554,298,302
"G27058000","2012","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",111917,11186,6807,5431,6038,5776,6187,5979,5445,4762,7897,11913,13510,8931,4266,4179,3610,"St. Paul city, Minnesota",2232,1343,1035,1079,964,1071,1057,1023,958,799,1254,1324,1667,1298,820,805,635
"G28029700","2012","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",28760,3312,2039,2611,1617,1246,2260,1918,1446,1548,2104,2679,2576,1497,629,833,445,"Gulfport city, Mississippi",1670,766,656,889,627,510,593,673,544,705,793,844,912,591,380,454,206
"G28036000","2012","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",62721,10474,5324,6020,5008,4289,4322,3327,2748,2254,4782,4402,3473,1768,1089,1743,1698,"Jackson city, Mississippi",1998,1239,1164,1127,1048,987,1072,980,804,692,1178,1072,798,528,431,538,598
"G29015670","2012","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",44645,5444,3282,2976,2531,2704,3047,2253,2338,1630,2560,3760,3417,3015,2811,1034,1843,"Columbia city, Missouri",1804,1364,864,1010,923,864,1065,980,848,777,790,1136,810,985,786,509,630
"G29035000","2012","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",47027,4241,2718,3298,3765,2166,2779,2526,2393,1988,3908,5771,6259,2876,1166,707,466,"Independence city, Missouri",1898,1156,731,894,1038,623,882,648,776,682,847,1097,1085,684,438,352,278
"G29038000","2012","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",192367,21840,12972,12365,10863,9634,12717,10981,10721,8434,15028,17108,20439,11203,6236,6164,5662,"Kansas City city, Missouri",3215,2241,1826,1481,1684,1453,1795,1636,1280,1255,1988,1954,1713,1479,1069,1140,892
"G29041348","2012","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",33388,1586,566,1487,620,1639,1107,1049,1775,1267,2150,3517,5947,3925,2254,2789,1710,"Lee's Summit city, Missouri",1380,751,329,660,344,751,479,517,571,420,617,775,1004,806,620,620,522
"G29054074","2012","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",29609,1083,432,1014,1015,672,1291,1135,1466,517,2940,2791,5131,4394,2181,2096,1451,"O'Fallon city, Missouri",1263,572,339,550,532,355,612,563,674,281,899,863,1089,1029,761,656,625
"G29064082","2012","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",26069,928,1062,1143,1048,1845,2348,1910,1201,1037,2187,2902,2957,1755,1040,1585,1121,"St. Charles city, Missouri",1424,377,484,477,611,594,870,719,478,476,658,840,709,618,321,591,460
"G29064550","2012","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",29302,3796,2101,2013,2217,2028,1401,1397,1549,1439,1688,3794,2627,1581,449,717,505,"St. Joseph city, Missouri",1174,996,672,702,562,564,504,493,413,530,609,740,736,693,278,350,246
"G29065000","2012","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",139930,23874,13043,10753,9346,9023,8654,5459,6368,4916,9107,10655,12391,6487,3674,3688,2492,"St. Louis city, Missouri",2646,2246,1701,1522,1351,1395,1350,938,1170,1146,1178,1523,1469,1110,749,743,717
"G29070000","2012","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",70268,7783,6237,5682,6319,5734,6732,4322,4062,2916,5861,4880,5042,2484,1080,625,509,"Springfield city, Missouri",2055,1112,1288,1123,1151,1114,1151,889,1098,749,1013,964,1188,795,360,317,346
"G30006550","2012","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",44587,3147,2650,2486,2544,2875,2424,3199,2127,2105,3021,5583,4992,3397,1816,1350,871,"Billings city, Montana",1274,872,865,875,555,772,661,859,663,639,815,961,897,791,510,416,373
"G30050200","2012","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",29323,2532,2321,1687,3088,1744,1305,1067,1764,1091,1945,3942,2685,1964,459,995,734,"Missoula city, Montana",1343,760,829,616,1010,687,549,524,828,556,731,985,839,727,252,661,402
"G31028000","2012","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",106373,7986,5852,6789,6190,5712,5660,5751,6727,4617,7968,11684,13794,6652,3941,3609,3441,"Lincoln city, Nebraska",1960,1236,951,1263,1232,1152,1199,1086,1413,1041,1140,1566,1476,1170,771,709,710
"G31037000","2012","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",166736,13214,9615,11333,11651,9528,10474,7926,9369,6932,15268,16460,18750,10870,5400,4808,5138,"Omaha city, Nebraska",2769,1220,1603,1341,1553,1118,1266,1156,1312,1030,1549,1758,1574,1242,855,696,776
"G32023770","2012","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",42518,2408,743,768,2225,1411,2621,1008,2130,2094,4101,5604,7697,4333,1972,1557,1846,"Enterprise CDP, Nevada",3187,1138,477,361,1061,901,948,408,803,848,1181,1036,1902,962,647,573,724
"G32031900","2012","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",100083,3719,2047,3940,4277,4204,5551,4609,5155,5338,9627,12846,13621,8031,5008,5955,6155,"Henderson city, Nevada",2970,969,675,981,995,1240,1151,1009,1080,1253,1707,1692,1615,1456,953,1190,1382
"G32040000","2012","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",216779,16518,10700,11842,15183,11385,11933,11304,13347,10881,18566,22034,25821,15041,7922,7567,6735,"Las Vegas city, Nevada",4260,1927,1662,1784,1944,1570,1793,1523,1750,1585,2092,2250,2457,1792,1294,1210,1327
"G32051800","2012","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",67526,4699,3389,3097,3751,4393,4102,3173,4290,3089,6884,8117,8697,4645,2598,1653,949,"North Las Vegas city, Nevada",2278,1088,1216,832,990,1261,1023,824,1054,806,1201,1348,1597,1185,766,507,403
"G32054600","2012","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",89883,6609,6212,6401,6038,5332,7119,5014,3831,4582,8217,10254,8733,4876,2125,3596,944,"Paradise CDP, Nevada",3348,1195,1012,1232,1086,1222,1471,1138,950,1077,1805,1660,1554,917,557,912,479
"G32060600","2012","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",88816,9049,6930,5280,6634,5982,4043,3890,3734,4265,6875,9435,8346,4999,4039,3086,2229,"Reno city, Nevada",2918,1585,1500,1119,1178,1241,1079,914,961,992,1243,1607,1177,1032,846,812,644
"G32068400","2012","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",36038,2061,1538,2408,1926,1970,2477,1769,2270,2177,3477,3294,4143,3445,1865,973,245,"Sparks city, Nevada",1481,733,749,646,798,740,669,737,692,623,811,766,901,883,645,364,213
"G32068585","2012","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",68074,2954,2407,4330,2985,4355,5523,4482,4087,3925,6566,8242,7666,4834,2099,1814,1805,"Spring Valley CDP, Nevada",3372,898,830,1094,899,1141,1251,1076,1355,947,1161,1556,1281,997,655,599,485
"G32071400","2012","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",60442,5477,4545,4226,5343,4205,4943,3570,3169,2944,5389,5027,5251,3156,1559,952,686,"Sunrise Manor CDP, Nevada",2391,1219,818,1026,1104,991,953,803,787,766,1175,911,1071,704,599,492,353
"G33045140","2012","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",45059,2456,2728,2754,2640,2229,2341,1674,2306,2101,3501,6477,6038,3195,2371,1224,1024,"Manchester city, New Hampshire",1836,632,859,814,821,611,866,664,764,798,888,1306,1156,761,778,471,387
"G33050260","2012","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",35315,1763,1291,2118,1661,2043,977,1386,1752,1227,2263,2959,5750,4232,1785,2428,1680,"Nashua city, New Hampshire",1568,788,582,816,724,631,485,531,673,518,721,763,1251,838,481,761,530
"G34010000","2012","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",24329,6094,1249,2223,2336,1599,1502,277,1242,910,1669,1720,1860,732,617,159,140,"Camden city, New Jersey",1625,1168,507,784,764,676,665,216,621,509,612,693,754,430,426,153,156
"G34013690","2012","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",29318,1608,1024,1317,1154,1090,1089,1162,1499,740,2751,3116,4190,3184,1494,2722,1178,"Clifton city, New Jersey",1243,708,471,446,607,435,554,441,562,406,766,814,1100,760,572,797,422
"G34019390","2012","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",25894,3300,2274,1506,2048,1879,1471,2184,888,1264,2256,1886,2739,1076,389,552,182,"East Orange city, New Jersey",1465,835,614,500,651,821,503,803,470,571,686,503,864,444,243,297,136
"G34021000","2012","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",39054,3278,2932,2391,2505,2344,3675,2428,2012,2250,3655,3609,3876,2237,599,530,733,"Elizabeth city, New Jersey",1781,870,783,692,700,841,1108,782,667,737,897,844,889,679,368,324,388
"G34036000","2012","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",97144,8859,6704,4726,5300,4465,3909,3169,2918,4313,5567,7318,11093,9401,5128,7136,7138,"Jersey City city, New Jersey",2590,1417,1250,950,1249,967,1129,825,785,1025,1138,1171,1448,1451,1025,1176,1184
"G34051000","2012","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",92479,16408,9014,7201,5998,5809,6536,5074,4447,4400,5669,7435,7029,3791,1859,1321,488,"Newark city, New Jersey",2473,1844,1221,1299,930,1161,1252,1092,907,909,1040,1154,1240,729,607,534,230
"G34056550","2012","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",18766,2569,1744,2162,1245,823,819,1211,1125,393,852,1920,1772,612,730,448,341,"Passaic city, New Jersey",1169,786,537,716,553,369,353,474,509,252,340,556,505,351,500,285,169
"G34057000","2012","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",43838,6380,4426,2757,3474,3499,2658,2045,1851,2046,3012,3526,3047,2446,708,1323,640,"Paterson city, New Jersey",1899,1153,1049,578,844,806,647,723,688,728,723,889,752,844,328,494,504
"G34073110","2012","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",33978,1531,1214,1618,803,1227,1273,1490,1252,1961,3464,3814,4213,2967,1817,3274,2060,"Toms River CDP, New Jersey",1748,541,410,433,426,467,528,582,504,657,912,959,967,674,516,930,592
"G34074000","2012","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",28599,5852,2208,1862,2046,1609,2359,1637,1182,1230,2329,2742,1698,1088,227,156,374,"Trenton city, New Jersey",2009,1029,623,640,730,569,838,700,504,552,624,655,500,447,177,128,305
"G34074630","2012","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",23268,2779,1936,1834,1676,1638,671,1116,925,1049,2062,2260,2306,1426,532,399,659,"Union City city, New Jersey",1252,845,641,518,545,525,303,539,481,521,664,688,747,506,289,279,331
"G35002000","2012","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",224301,20542,13631,14055,12865,13237,14388,11715,11085,8202,16570,22782,25654,16012,8672,8626,6265,"Albuquerque city, New Mexico",2994,2036,1767,1773,1737,1584,1877,1520,1629,1367,2285,2264,2206,1789,1244,1565,1039
"G35039380","2012","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",37176,4745,1946,2749,3554,2159,1848,1192,2215,1503,3536,3816,3592,1620,1030,989,682,"Las Cruces city, New Mexico",1445,1217,624,965,1026,721,723,556,959,728,1306,1099,928,819,513,624,502
"G35063460","2012","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",31603,1569,1153,1530,2212,898,1127,1184,1601,1737,2539,3853,4980,3302,1234,1876,808,"Rio Rancho city, New Mexico",1139,568,524,692,815,449,683,554,610,625,687,1055,1302,847,505,706,545
"G35070500","2012","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",32287,3305,1754,1492,1329,2182,1830,1449,2302,789,2853,3125,4034,1770,1172,1221,1680,"Santa Fe city, New Mexico",1230,718,576,503,508,711,615,444,665,344,779,722,825,531,377,410,455
"G36001000","2012","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",39405,5690,2647,2167,2672,2177,1964,1249,2138,1212,2992,4785,3850,2470,1158,1865,369,"Albany city, New York",1714,1084,845,652,905,687,673,491,963,413,753,1091,778,647,482,668,245
"G36011000","2012","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",109765,20560,10234,9104,7470,6969,6245,5494,5747,3534,6893,8698,8264,5286,1959,1483,1825,"Buffalo city, New York",2451,1884,1418,1434,1127,1268,1277,1007,963,887,1411,1225,1136,1124,574,502,595
"G36015000","2012","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",32471,1888,1902,1995,1962,2059,2770,1673,1427,1941,2223,3759,4869,2274,1019,676,34,"Cheektowaga CDP, New York",1242,608,608,509,565,588,731,605,431,591,677,720,932,711,445,386,57
"G36049121","2012","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",25958,2199,962,2430,2423,757,1820,1095,1183,1100,2106,2825,2857,1615,991,569,1026,"Mount Vernon city, New York",1513,593,457,678,692,400,718,453,513,443,610,691,786,557,393,277,420
"G36050617","2012","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",27758,1107,1107,1337,1996,1134,1310,766,865,683,2089,3254,2883,2259,1697,2003,3268,"New Rochelle city, New York",1233,415,689,576,777,582,583,450,391,335,766,875,823,717,608,566,670
"G36051000","2012","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",3085814,343754,193409,177477,162243,137195,139922,125010,128556,106870,218250,279464,331499,239071,138710,160162,204222,"New York city, New York",9466,8683,7565,6586,6457,5338,5380,6225,6109,4111,6657,8488,9371,6974,5193,6432,7771
"G36063000","2012","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",87060,15793,7242,7795,6061,5709,5535,3927,4360,3649,6237,7254,7086,2826,1206,1321,1059,"Rochester city, New York",2497,1723,1101,1208,1037,931,1001,758,811,827,1184,1387,1031,671,555,514,409
"G36065508","2012","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",24356,2709,2652,2092,1928,1390,1222,1364,1160,675,1629,2875,2596,852,588,266,358,"Schenectady city, New York",1324,764,807,713,655,546,426,585,521,336,548,767,608,364,271,155,253
"G36073000","2012","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",54939,10283,4956,5732,4107,3070,3443,2033,2458,2099,4196,3982,4066,2121,915,960,518,"Syracuse city, New York",2273,1298,789,886,839,773,758,496,736,540,818,724,700,597,359,314,252
"G36084000","2012","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",72546,7105,3127,3904,4511,3243,2917,3234,3114,2369,5653,6443,8510,6131,3500,4027,4758,"Yonkers city, New York",2606,1441,866,948,890,854,915,924,707,849,1285,1149,1409,1461,874,872,913
"G37002140","2012","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",35149,4070,3037,1123,1944,2074,1197,2096,2530,1634,2878,3268,3922,2454,983,828,1111,"Asheville city, North Carolina",1842,1208,841,421,555,607,533,770,885,626,777,825,929,642,465,376,544
"G37010740","2012","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",54559,1465,1298,1602,1102,1098,2236,1351,1704,1980,4451,4681,8273,6195,4786,6102,6235,"Cary town, North Carolina",1583,565,731,616,474,521,671,576,544,734,1055,1040,1470,1151,793,1069,850
"G37012000","2012","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",295863,23425,16005,12628,17943,13983,17101,16577,14650,12807,23616,28831,31944,22508,13175,12890,17780,"Charlotte city, North Carolina",4105,2463,1898,1675,2044,1670,2278,2216,1711,1857,2294,2492,2865,2326,1724,1417,1722
"G37014100","2012","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",28641,1461,1586,1464,1323,1730,1703,1646,1225,1392,2403,2877,3975,2482,1041,1398,935,"Concord city, North Carolina",1478,503,538,607,475,641,852,651,633,558,778,853,803,793,455,481,412
"G37019000","2012","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",99680,9154,4457,6634,5340,4651,6291,3288,5207,5376,7965,9549,10817,8217,4919,4032,3783,"Durham city, North Carolina",1897,1472,977,1353,1156,944,1469,985,1377,1134,1534,1345,1512,1459,1165,976,995
"G37022920","2012","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",77417,6154,4374,3229,4668,4492,5737,4808,5905,4173,8678,8752,8373,3357,1946,1487,1284,"Fayetteville city, North Carolina",1872,921,912,754,903,919,919,990,993,801,1223,1200,1148,762,525,641,445
"G37025580","2012","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",26495,2890,1944,1695,1908,1455,1430,1224,920,1515,2346,2958,2731,1763,710,555,451,"Gastonia city, North Carolina",1237,708,654,654,645,515,495,484,420,633,709,794,681,518,314,243,215
