GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJCTE001,AJCTE002,AJCTE003,AJCTE004,AJCTE005,AJCTE006,AJCTE007,AJCTE008,AJCTE009,AJCTE010,AJCTE011,AJCTE012,AJCTE013,AJCTE014,AJCTE015,AJCTE016,AJCTE017,NAME_M,AJCTM001,AJCTM002,AJCTM003,AJCTM004,AJCTM005,AJCTM006,AJCTM007,AJCTM008,AJCTM009,AJCTM010,AJCTM011,AJCTM012,AJCTM013,AJCTM014,AJCTM015,AJCTM016,AJCTM017
"G06033000","2018","CA",,,"California","06",,,"Hayward city","33000",,,,,,,,,,,,,,,,"16000US0633000","Hayward city, California",48865,983,1584,1033,1311,1202,1395,1720,1373,1444,3792,6901,6928,5028,4322,4312,5537,"Hayward city, California",2091,461,539,464,483,526,631,599,570,553,1015,1289,1394,1023,965,825,955
"G06033182","2018","CA",,,"California","06",,,"Hemet city","33182",,,,,,,,,,,,,,,,"16000US0633182","Hemet city, California",28544,2183,1884,1960,2455,2101,2118,1781,1197,971,1840,3699,2325,1669,1011,1186,164,"Hemet city, California",2318,802,685,581,788,692,941,789,477,478,714,1129,721,690,541,707,134
"G06033434","2018","CA",,,"California","06",,,"Hesperia city","33434",,,,,,,,,,,,,,,,"16000US0633434","Hesperia city, California",27703,2114,1628,1674,1966,1684,615,963,1009,731,2236,2192,5772,1692,1971,806,650,"Hesperia city, California",1785,819,717,752,830,752,319,541,504,423,710,608,1291,624,837,462,433
"G06036000","2018","CA",,,"California","06",,,"Huntington Beach city","36000",,,,,,,,,,,,,,,,"16000US0636000","Huntington Beach city, California",76622,2378,2502,2555,2046,1729,2060,1334,2680,1792,4525,6046,10211,9772,5966,7867,13159,"Huntington Beach city, California",2364,984,1010,929,726,575,805,673,944,557,968,1068,1509,1550,1037,1238,1332
"G06036448","2018","CA",,,"California","06",,,"Indio city","36448",,,,,,,,,,,,,,,,"16000US0636448","Indio city, California",40637,3481,2628,3829,2305,1896,2144,2051,1919,1018,3361,3730,5305,2610,1680,1678,1002,"Indio city, California",2279,1250,1147,1267,941,1010,845,826,1034,527,1145,981,1356,805,703,650,478
"G06036546","2018","CA",,,"California","06",,,"Inglewood city","36546",,,,,,,,,,,,,,,,"16000US0636546","Inglewood city, California",35518,3097,1687,1340,1421,1292,1755,1564,2011,1616,3716,4510,4918,2531,1555,1431,1074,"Inglewood city, California",1759,844,704,612,483,538,638,622,710,719,985,960,939,680,753,501,423
"G06036770","2018","CA",,,"California","06",,,"Irvine city","36770",,,,,,,,,,,,,,,,"16000US0636770","Irvine city, California",100150,8753,2460,1791,2635,2034,2110,2841,2234,2944,3497,7703,8846,13003,8047,13628,17624,"Irvine city, California",2775,1790,797,790,1114,799,836,1234,938,1558,988,1863,1842,2460,1473,2151,2037
"G06037692","2018","CA",,,"California","06",,,"Jurupa Valley city","37692",,,,,,,,,,,,,,,,"16000US0637692","Jurupa Valley city, California",23872,816,764,568,915,1205,927,1046,1765,736,1096,2849,3216,3105,1144,2303,1417,"Jurupa Valley city, California",1512,368,386,258,440,618,450,492,732,420,509,787,780,753,404,703,558
"G06039248","2018","CA",,,"California","06",,,"Laguna Niguel city","39248",,,,,,,,,,,,,,,,"16000US0639248","Laguna Niguel city, California",25471,864,651,560,768,531,663,44,959,633,1540,1613,2927,3154,2792,2495,5277,"Laguna Niguel city, California",1166,629,420,465,493,387,559,72,638,395,699,577,919,965,758,794,1030
"G06039486","2018","CA",,,"California","06",,,"Lake Elsinore city","39486",,,,,,,,,,,,,,,,"16000US0639486","Lake Elsinore city, California",17996,543,732,795,511,472,801,385,939,792,1169,2924,2534,2629,763,1440,567,"Lake Elsinore city, California",1160,284,421,507,285,321,462,296,574,444,511,942,934,815,389,562,386
"G06039496","2018","CA",,,"California","06",,,"Lake Forest city","39496",,,,,,,,,,,,,,,,"16000US0639496","Lake Forest city, California",30760,1233,415,234,563,711,329,1302,1085,896,1408,2498,3625,4191,2599,3798,5873,"Lake Forest city, California",1487,679,276,250,308,491,234,729,556,506,666,844,1053,1030,842,824,1301
"G06039892","2018","CA",,,"California","06",,,"Lakewood city","39892",,,,,,,,,,,,,,,,"16000US0639892","Lakewood city, California",25993,977,484,307,346,853,632,946,923,652,1244,2767,3563,4182,2506,3255,2356,"Lakewood city, California",1480,399,301,230,225,472,335,422,535,325,465,911,919,858,611,711,500
"G06040130","2018","CA",,,"California","06",,,"Lancaster city","40130",,,,,,,,,,,,,,,,"16000US0640130","Lancaster city, California",46309,6197,2650,1816,2366,1004,1839,1338,1966,1894,2560,4910,5721,4310,1970,3243,2525,"Lancaster city, California",1918,1438,644,610,863,428,621,648,760,565,860,1178,1130,840,619,888,734
"G06041992","2018","CA",,,"California","06",,,"Livermore city","41992",,,,,,,,,,,,,,,,"16000US0641992","Livermore city, California",30587,660,686,218,677,355,834,540,351,333,1177,1576,3880,2944,3373,5656,7327,"Livermore city, California",1643,487,523,218,464,270,518,332,399,255,550,577,908,792,915,1131,869
"G06042202","2018","CA",,,"California","06",,,"Lodi city","42202",,,,,,,,,,,,,,,,"16000US0642202","Lodi city, California",23951,984,1255,1227,1203,1330,1551,1469,811,970,1197,2742,2692,2569,1214,1810,927,"Lodi city, California",1729,459,622,565,539,556,630,563,364,502,505,1080,712,892,512,705,407
"G06043000","2018","CA",,,"California","06",,,"Long Beach city","43000",,,,,,,,,,,,,,,,"16000US0643000","Long Beach city, California",173432,9747,8670,6135,7264,7695,8523,8584,6754,7364,13103,17133,24205,14875,8763,12905,11712,"Long Beach city, California",4300,1546,1557,1186,1446,1588,1379,1913,1153,1496,1835,1955,2304,1940,1394,1668,1492
"G06044000","2018","CA",,,"California","06",,,"Los Angeles city","44000",,,,,,,,,,,,,,,,"16000US0644000","Los Angeles city, California",1382293,95406,76849,55798,64288,57378,56744,55678,59082,48312,90856,131070,156545,123469,80566,94405,135847,"Los Angeles city, California",10951,4849,4610,3387,3996,3689,3973,3851,3531,3386,4906,5457,6974,5410,4127,4916,4974
"G06044574","2018","CA",,,"California","06",,,"Lynwood city","44574",,,,,,,,,,,,,,,,"16000US0644574","Lynwood city, California",15979,891,488,715,1017,584,668,852,837,530,1856,2190,2076,1208,1068,685,314,"Lynwood city, California",1237,502,352,455,499,341,402,464,464,348,610,716,655,514,560,340,271
"G06045022","2018","CA",,,"California","06",,,"Madera city","45022",,,,,,,,,,,,,,,,"16000US0645022","Madera city, California",18028,1613,1440,951,684,530,1078,1615,1128,467,1146,2280,2349,1206,600,326,615,"Madera city, California",1303,820,763,661,392,316,695,811,581,393,508,836,832,654,458,333,663
"G06045484","2018","CA",,,"California","06",,,"Manteca city","45484",,,,,,,,,,,,,,,,"16000US0645484","Manteca city, California",27051,630,680,1349,1084,967,981,856,1293,1251,2818,2482,3853,3024,2015,2549,1219,"Manteca city, California",1433,366,408,845,662,530,558,527,593,627,803,821,857,866,838,698,524
"G06046842","2018","CA",,,"California","06",,,"Menifee city","46842",,,,,,,,,,,,,,,,"16000US0646842","Menifee city, California",28647,1231,992,985,1259,1137,847,963,658,721,2636,2925,3960,5278,1645,1991,1419,"Menifee city, California",1839,598,460,554,557,372,365,391,358,324,765,929,889,1054,672,655,502
"G06046898","2018","CA",,,"California","06",,,"Merced city","46898",,,,,,,,,,,,,,,,"16000US0646898","Merced city, California",26075,2291,1681,970,2043,1867,1513,1139,1385,868,2092,2347,3023,2169,1174,1200,313,"Merced city, California",1611,791,700,519,665,655,565,533,665,468,699,770,912,818,586,525,194
"G06047766","2018","CA",,,"California","06",,,"Milpitas city","47766",,,,,,,,,,,,,,,,"16000US0647766","Milpitas city, California",23161,1119,471,684,664,133,585,289,176,81,660,1434,2142,2371,2128,3089,7135,"Milpitas city, California",1255,726,238,490,372,163,443,291,132,105,348,672,718,662,717,708,1255
"G06048256","2018","CA",,,"California","06",,,"Mission Viejo city","48256",,,,,,,,,,,,,,,,"16000US0648256","Mission Viejo city, California",33011,956,604,566,627,578,719,621,1116,328,1553,2150,4069,3259,3159,6614,6092,"Mission Viejo city, California",1493,451,421,280,407,360,388,324,445,309,584,666,883,762,773,1064,1024
"G06048354","2018","CA",,,"California","06",,,"Modesto city","48354",,,,,,,,,,,,,,,,"16000US0648354","Modesto city, California",70756,3671,3461,2936,2742,2575,2993,4475,3229,2917,6716,7631,7778,7060,4847,4241,3484,"Modesto city, California",2235,1029,903,857,765,836,902,1125,789,807,1261,1324,1273,1522,1496,1106,1007
"G06049270","2018","CA",,,"California","06",,,"Moreno Valley city","49270",,,,,,,,,,,,,,,,"16000US0649270","Moreno Valley city, California",47952,1424,1627,1590,2137,1942,2035,1758,1836,1980,4149,6437,8086,5324,3021,2926,1680,"Moreno Valley city, California",2046,536,710,685,805,594,694,492,638,608,861,1255,1205,1098,736,647,578
"G06049670","2018","CA",,,"California","06",,,"Mountain View city","49670",,,,,,,,,,,,,,,,"16000US0649670","Mountain View city, California",33400,1155,467,600,567,676,918,732,910,848,772,1403,3063,2581,1958,4830,11920,"Mountain View city, California",1364,624,268,466,474,541,518,483,638,699,440,562,759,828,614,1037,1349
"G06050076","2018","CA",,,"California","06",,,"Murrieta city","50076",,,,,,,,,,,,,,,,"16000US0650076","Murrieta city, California",32391,1130,328,438,846,985,1019,1113,861,1597,1942,3379,4983,4431,1687,3763,3889,"Murrieta city, California",1615,621,241,307,561,621,494,635,579,814,747,976,1276,1176,560,871,1130
"G06050258","2018","CA",,,"California","06",,,"Napa city","50258",,,,,,,,,,,,,,,,"16000US0650258","Napa city, California",28245,1066,226,847,1489,753,1237,866,750,740,2741,2106,3903,3559,2210,3230,2522,"Napa city, California",1189,476,149,399,516,325,520,451,389,382,777,569,876,821,714,653,556
"G06051182","2018","CA",,,"California","06",,,"Newport Beach city","51182",,,,,,,,,,,,,,,,"16000US0651182","Newport Beach city, California",38302,2030,1363,679,846,540,897,608,688,116,1527,2135,4095,3629,2856,5250,11043,"Newport Beach city, California",1806,885,709,606,560,327,594,332,389,138,844,928,964,1035,972,1003,1393
"G06052526","2018","CA",,,"California","06",,,"Norwalk city","52526",,,,,,,,,,,,,,,,"16000US0652526","Norwalk city, California",26842,1382,1130,1155,982,599,1025,1015,570,733,1752,3879,4525,3739,1879,1485,992,"Norwalk city, California",1690,540,494,484,463,329,508,482,416,270,548,954,980,812,591,449,437
"G06053000","2018","CA",,,"California","06",,,"Oakland city","53000",,,,,,,,,,,,,,,,"16000US0653000","Oakland city, California",165590,10361,8471,5955,7204,4937,4861,5254,4878,5791,10271,13384,17119,14130,11667,15892,25415,"Oakland city, California",3374,1417,1570,1375,1477,1157,1127,1168,1111,1309,1658,1779,1858,1900,1645,1835,1818
"G06053322","2018","CA",,,"California","06",,,"Oceanside city","53322",,,,,,,,,,,,,,,,"16000US0653322","Oceanside city, California",60537,2281,2136,2433,2091,1649,2367,1926,3403,2080,4245,5966,8199,7257,3839,6287,4378,"Oceanside city, California",2661,769,703,921,780,477,709,652,1216,682,1364,1368,1260,1489,1099,1176,1034
"G06053896","2018","CA",,,"California","06",,,"Ontario city","53896",,,,,,,,,,,,,,,,"16000US0653896","Ontario city, California",50569,1985,1401,1378,1924,2157,1692,1719,1641,2020,5262,7477,7905,5639,3747,3612,1010,"Ontario city, California",1953,756,531,533,691,795,752,515,589,763,1102,1366,1484,1046,874,840,415
"G06053980","2018","CA",,,"California","06",,,"Orange city","53980",,,,,,,,,,,,,,,,"16000US0653980","Orange city, California",42927,1854,1725,1177,1173,1435,1239,319,1579,1199,2121,4910,5282,4764,3045,5088,6017,"Orange city, California",1708,765,666,554,522,668,466,186,646,654,669,1203,1287,965,677,1060,1137
"G06054652","2018","CA",,,"California","06",,,"Oxnard city","54652",,,,,,,,,,,,,,,,"16000US0654652","Oxnard city, California",51883,1883,1206,1390,2073,2089,2168,2830,2619,1702,2864,4750,9067,5584,4219,4099,3340,"Oxnard city, California",2289,703,485,516,784,786,666,819,842,579,802,1149,1888,984,990,1091,717
"G06055156","2018","CA",,,"California","06",,,"Palmdale city","55156",,,,,,,,,,,,,,,,"16000US0655156","Palmdale city, California",45320,2819,1493,2159,1461,2041,2108,1929,2035,1729,2302,5572,6553,4218,3779,2390,2732,"Palmdale city, California",1998,962,720,737,664,759,666,855,780,783,738,1127,1255,1108,951,809,788
"G06055282","2018","CA",,,"California","06",,,"Palo Alto city","55282",,,,,,,,,,,,,,,,"16000US0655282","Palo Alto city, California",26518,1376,587,648,862,288,315,600,511,187,1044,912,1764,1467,1730,3252,10975,"Palo Alto city, California",1283,667,387,523,393,234,252,544,324,154,620,437,636,549,598,766,1047
"G06056000","2018","CA",,,"California","06",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US0656000","Pasadena city, California",53901,5167,2429,2202,1937,2001,1586,1257,1582,1399,2579,4053,6153,4681,3811,4755,8309,"Pasadena city, California",2440,1286,734,747,764,771,687,491,587,547,805,801,1110,1095,881,851,1059
"G06056700","2018","CA",,,"California","06",,,"Perris city","56700",,,,,,,,,,,,,,,,"16000US0656700","Perris city, California",17206,732,366,188,893,365,513,995,661,747,1924,2741,2202,1981,1827,480,591,"Perris city, California",1113,524,386,217,424,280,381,591,483,465,706,944,843,819,773,360,406
"G06057456","2018","CA",,,"California","06",,,"Pittsburg city","57456",,,,,,,,,,,,,,,,"16000US0657456","Pittsburg city, California",20823,491,654,662,990,338,359,1117,1059,900,1320,2105,2655,2707,2102,2087,1277,"Pittsburg city, California",1354,316,277,346,465,332,267,731,643,596,748,733,743,745,728,668,682
"G06057792","2018","CA",,,"California","06",,,"Pleasanton city","57792",,,,,,,,,,,,,,,,"16000US0657792","Pleasanton city, California",27955,845,253,263,524,284,264,212,615,585,946,1206,2269,2117,2491,4170,10911,"Pleasanton city, California",1281,386,211,183,254,238,227,173,396,436,567,505,687,769,793,796,1154
"G06058072","2018","CA",,,"California","06",,,"Pomona city","58072",,,,,,,,,,,,,,,,"16000US0658072","Pomona city, California",39422,2065,1545,1649,2453,1706,2681,1448,1287,2227,3383,3729,6430,3813,1837,1717,1452,"Pomona city, California",1766,671,591,540,686,628,843,544,455,708,774,897,1049,880,528,570,465
"G06059444","2018","CA",,,"California","06",,,"Rancho Cordova city","59444",,,,,,,,,,,,,,,,"16000US0659444","Rancho Cordova city, California",27879,1383,1058,1318,1333,1131,1097,921,1341,1073,2129,3257,3524,2470,2080,2043,1721,"Rancho Cordova city, California",1433,569,392,528,470,557,498,386,505,523,606,830,711,756,779,687,518
"G06059451","2018","CA",,,"California","06",,,"Rancho Cucamonga city","59451",,,,,,,,,,,,,,,,"16000US0659451","Rancho Cucamonga city, California",56354,1513,1666,986,2347,1774,1687,1227,1671,1956,3666,4600,7499,8941,4995,4577,7249,"Rancho Cucamonga city, California",3203,766,708,488,1061,722,764,576,642,656,1345,1316,1609,2008,1156,1084,1248
"G06059920","2018","CA",,,"California","06",,,"Redding city","59920",,,,,,,,,,,,,,,,"16000US0659920","Redding city, California",35476,2685,2215,1557,1719,1383,1714,899,2086,1379,2688,3304,4137,4269,2248,1484,1709,"Redding city, California",1431,849,741,581,713,625,572,327,810,557,748,749,899,1082,685,473,620
"G06059962","2018","CA",,,"California","06",,,"Redlands city","59962",,,,,,,,,,,,,,,,"16000US0659962","Redlands city, California",25917,1190,1069,1013,1251,1403,786,1017,878,947,1943,1787,3592,1674,2240,2364,2763,"Redlands city, California",1592,608,581,629,685,690,478,720,407,514,1039,686,937,640,764,909,750
"G06060018","2018","CA",,,"California","06",,,"Redondo Beach city","60018",,,,,,,,,,,,,,,,"16000US0660018","Redondo Beach city, California",26720,131,666,847,256,222,691,229,708,298,1288,2480,3378,2770,2452,3591,6713,"Redondo Beach city, California",1476,161,410,568,195,195,465,240,380,223,683,904,998,860,808,821,1215
"G06060102","2018","CA",,,"California","06",,,"Redwood City city","60102",,,,,,,,,,,,,,,,"16000US0660102","Redwood City city, California",29498,1235,484,603,561,950,869,837,565,486,700,1622,2663,3766,2099,3494,8564,"Redwood City city, California",1900,649,362,452,359,459,549,590,314,298,411,733,777,907,655,812,1271
"G06060466","2018","CA",,,"California","06",,,"Rialto city","60466",,,,,,,,,,,,,,,,"16000US0660466","Rialto city, California",25485,743,1473,1034,796,1511,1277,1097,966,551,3029,2884,3675,2778,1121,1523,1027,"Rialto city, California",1424,372,689,544,368,611,606,521,449,294,709,599,815,842,484,616,510
"G06060620","2018","CA",,,"California","06",,,"Richmond city","60620",,,,,,,,,,,,,,,,"16000US0660620","Richmond city, California",36057,1579,2155,393,801,1389,1719,1968,1210,1396,2184,3682,6123,3959,2037,3356,2106,"Richmond city, California",2291,638,673,289,461,659,612,826,613,682,695,1031,1395,918,638,790,637
"G06062000","2018","CA",,,"California","06",,,"Riverside city","62000",,,,,,,,,,,,,,,,"16000US0662000","Riverside city, California",87341,4932,3178,2619,4217,3116,3548,3712,2978,3725,6510,9254,13315,7879,5579,6514,6265,"Riverside city, California",2965,1349,1029,661,1115,964,845,928,983,1078,1343,1504,1620,1236,1237,1118,995
"G06062364","2018","CA",,,"California","06",,,"Rocklin city","62364",,,,,,,,,,,,,,,,"16000US0662364","Rocklin city, California",21206,707,138,437,320,501,491,322,696,806,1238,1839,3848,2002,2233,2754,2874,"Rocklin city, California",1408,356,140,260,197,415,275,268,368,454,456,543,953,642,731,695,705
"G06062938","2018","CA",,,"California","06",,,"Roseville city","62938",,,,,,,,,,,,,,,,"16000US0662938","Roseville city, California",51727,2521,1413,1335,2578,1177,1901,1868,1444,1465,2325,4237,6581,6515,3860,5415,7092,"Roseville city, California",1500,793,728,433,744,511,848,769,559,621,678,1005,1240,1329,1012,1000,1368
"G06064000","2018","CA",,,"California","06",,,"Sacramento city","64000",,,,,,,,,,,,,,,,"16000US0664000","Sacramento city, California",182677,10010,9788,7292,7740,6534,7503,7372,7571,6646,13369,20319,24474,18008,10769,12917,12365,"Sacramento city, California",3860,1716,1517,1397,1246,1389,1402,1671,1450,1305,2066,2073,2481,2084,1414,1555,1597
"G06064224","2018","CA",,,"California","06",,,"Salinas city","64224",,,,,,,,,,,,,,,,"16000US0664224","Salinas city, California",39881,1539,1117,1531,1794,1713,1903,1549,1755,2319,4105,5483,5114,3717,2752,1759,1731,"Salinas city, California",1875,544,572,755,572,673,750,644,647,802,991,1255,975,909,700,584,588
"G06065000","2018","CA",,,"California","06",,,"San Bernardino city","65000",,,,,,,,,,,,,,,,"16000US0665000","San Bernardino city, California",58972,4276,3952,2964,4079,3374,3606,2848,2433,2043,6060,5524,6813,4962,1828,2515,1695,"San Bernardino city, California",2588,954,1124,962,1052,1024,1156,993,757,666,1376,1099,995,1198,588,834,666
"G06065042","2018","CA",,,"California","06",,,"San Buenaventura (Ventura) city","65042",,,,,,,,,,,,,,,,"16000US0665042","San Buenaventura (Ventura) city, California",42744,1282,1798,1515,1317,1845,1290,1457,2205,1578,2967,3349,6232,5245,3066,3961,3637,"San Buenaventura (Ventura) city, California",2725,539,847,632,642,712,713,590,801,572,937,1056,1277,1199,797,740,895
"G06065084","2018","CA",,,"California","06",,,"San Clemente city","65084",,,,,,,,,,,,,,,,"16000US0665084","San Clemente city, California",23213,723,700,301,1011,418,681,653,952,602,970,1288,2660,1782,2519,2522,5431,"San Clemente city, California",1418,422,526,314,634,446,421,496,506,311,569,598,696,622,844,728,1194
"G06066000","2018","CA",,,"California","06",,,"San Diego city","66000",,,,,,,,,,,,,,,,"16000US0666000","San Diego city, California",513698,22266,18169,15081,19430,17706,17483,17477,17478,19120,34104,46183,64968,52185,38875,52184,60989,"San Diego city, California",6704,2492,2312,1885,2829,2181,2400,2212,2160,2479,2917,3795,4250,4174,3406,3812,3152
"G06067000","2018","CA",,,"California","06",,,"San Francisco city","67000",,,,,,,,,,,,,,,,"16000US0667000","San Francisco city, California",362827,19249,15700,10050,11641,8496,9175,5825,8727,8480,14375,22275,32079,28693,22912,41684,103466,"San Francisco city, California",5010,2360,2097,1994,2004,1503,1592,1148,1747,1629,2268,2701,2861,2754,2172,3278,4308
"G06068000","2018","CA",,,"California","06",,,"San Jose city","68000",,,,,,,,,,,,,,,,"16000US0668000","San Jose city, California",327848,10833,9704,6785,7834,7625,7867,6866,8536,6806,16212,24975,32855,32158,27453,41166,80173,"San Jose city, California",4136,1568,1745,1066,1483,1415,1693,1358,1615,1343,2273,2318,2550,2803,2671,2502,3664
