GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RNGE001,RNGE002,RNGE003,RNGE004,RNGE005,RNGE006,RNGE007,RNGE008,RNGE009,RNGE010,RNGE011,RNGE012,RNGE013,RNGE014,RNGE015,RNGE016,RNGE017,NAME_M,RNGM001,RNGM002,RNGM003,RNGM004,RNGM005,RNGM006,RNGM007,RNGM008,RNGM009,RNGM010,RNGM011,RNGM012,RNGM013,RNGM014,RNGM015,RNGM016,RNGM017
"G0201220","2005-2009","AK",,,"Alaska","02","Kenai Peninsula Borough","122",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02122","Kenai Peninsula Borough, Alaska",19603,1035,1215,956,1155,1004,864,785,1001,839,1557,2117,2555,2058,1080,860,522,"Kenai Peninsula Borough, Alaska",331,174,194,159,205,186,159,138,157,159,224,207,212,224,177,152,106
"G0201300","2005-2009","AK",,,"Alaska","02","Ketchikan Gateway Borough","130",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02130","Ketchikan Gateway Borough, Alaska",5962,365,229,204,347,290,366,289,176,276,536,667,1010,589,244,222,152,"Ketchikan Gateway Borough, Alaska",170,150,94,95,126,134,150,114,93,138,146,200,236,146,91,99,76
"G0201500","2005-2009","AK",,,"Alaska","02","Kodiak Island Borough","150",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02150","Kodiak Island Borough, Alaska",4605,170,191,73,191,150,473,183,162,322,410,652,437,593,195,236,167,"Kodiak Island Borough, Alaska",432,76,98,60,92,118,183,98,101,158,170,211,183,181,124,128,83
"G0201640","2005-2009","AK",,,"Alaska","02","Lake and Peninsula Borough","164",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02164","Lake and Peninsula Borough, Alaska",465,77,14,26,49,10,17,36,20,14,29,33,67,38,17,10,8,"Lake and Peninsula Borough, Alaska",183,50,11,17,35,23,14,25,15,12,32,26,37,34,20,9,8
"G0201700","2005-2009","AK",,,"Alaska","02","Matanuska-Susitna Borough","170",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02170","Matanuska-Susitna Borough, Alaska",21956,1077,813,739,817,947,1028,785,817,937,1916,2605,3827,2323,1445,1254,626,"Matanuska-Susitna Borough, Alaska",300,141,147,132,153,172,154,129,133,142,190,188,300,194,171,167,116
"G0201800","2005-2009","AK",,,"Alaska","02","Nome Census Area","180",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02180","Nome Census Area, Alaska",2580,170,163,130,142,144,124,115,72,115,219,347,299,210,90,157,83,"Nome Census Area, Alaska",244,46,38,40,52,54,39,42,44,59,78,103,92,97,55,76,54
"G0201850","2005-2009","AK",,,"Alaska","02","North Slope Borough","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02185","North Slope Borough, Alaska",2049,209,41,55,63,132,82,77,71,81,133,228,234,256,137,195,55,"North Slope Borough, Alaska",99,79,39,33,27,84,40,39,40,50,68,72,78,87,60,69,48
"G0201880","2005-2009","AK",,,"Alaska","02","Northwest Arctic Borough","188",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02188","Northwest Arctic Borough, Alaska",1738,122,93,83,81,60,81,82,83,66,162,182,250,169,104,105,15,"Northwest Arctic Borough, Alaska",76,35,26,25,23,22,30,28,27,22,37,41,50,42,32,37,13
"G0201950","2005-2009","AK",,,"Alaska","02","Petersburg Census Area","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02195","Petersburg Census Area, Alaska",1650,25,144,77,62,55,104,54,32,59,184,201,194,235,180,37,7,"Petersburg Census Area, Alaska",128,19,85,56,50,41,68,51,22,41,100,90,89,95,91,33,10
"G0201980","2005-2009","AK",,,"Alaska","02","Prince of Wales-Hyder Census Area","198",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02198","Prince of Wales-Hyder Census Area, Alaska",2319,107,126,189,200,88,179,88,153,152,214,191,259,209,79,62,23,"Prince of Wales-Hyder Census Area, Alaska",91,34,40,57,54,40,56,29,61,48,75,50,59,51,40,37,15
"G0202200","2005-2009","AK",,,"Alaska","02","Sitka City and Borough","220",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02220","Sitka City and Borough, Alaska",3516,53,152,154,250,315,166,82,254,74,334,311,351,383,250,215,172,"Sitka City and Borough, Alaska",161,57,85,114,112,133,95,45,131,62,125,111,112,128,124,83,87
"G0202300","2005-2009","AK",,,"Alaska","02","Skagway Municipality","230",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02230","Skagway Municipality, Alaska",379,0,0,10,14,6,4,16,17,18,40,86,75,29,25,5,34,"Skagway Municipality, Alaska",113,109,109,10,13,8,7,14,33,17,27,43,47,18,18,8,20
"G0202400","2005-2009","AK",,,"Alaska","02","Southeast Fairbanks Census Area","240",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02240","Southeast Fairbanks Census Area, Alaska",2228,66,96,56,76,115,192,97,112,72,255,307,341,146,127,122,48,"Southeast Fairbanks Census Area, Alaska",150,32,45,37,34,49,66,47,40,40,72,77,83,62,53,51,34
"G0202610","2005-2009","AK",,,"Alaska","02","Valdez-Cordova Census Area","261",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02261","Valdez-Cordova Census Area, Alaska",3666,138,96,267,148,209,137,290,224,146,323,340,530,328,224,159,107,"Valdez-Cordova Census Area, Alaska",153,67,42,85,56,76,67,106,81,59,95,112,113,112,94,49,70
"G0202700","2005-2009","AK",,,"Alaska","02","Wade Hampton Census Area","270",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02270","Wade Hampton Census Area, Alaska",1659,140,131,150,132,141,104,90,73,86,133,189,176,48,34,26,6,"Wade Hampton Census Area, Alaska",60,30,39,33,28,34,31,27,26,30,30,35,34,17,20,15,7
"G0202750","2005-2009","AK",,,"Alaska","02","Wrangell City and Borough","275",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02275","Wrangell City and Borough, Alaska",961,50,47,67,84,20,48,45,47,79,144,66,100,68,16,32,48,"Wrangell City and Borough, Alaska",93,35,38,70,51,24,40,39,39,59,63,42,53,40,17,24,39
"G0202820","2005-2009","AK",,,"Alaska","02","Yakutat City and Borough","282",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02282","Yakutat City and Borough, Alaska",166,0,11,4,12,14,6,6,8,7,9,15,25,23,8,9,9,"Yakutat City and Borough, Alaska",84,109,13,7,14,12,9,9,11,8,10,14,19,21,10,11,9
"G0202900","2005-2009","AK",,,"Alaska","02","Yukon-Koyukuk Census Area","290",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US02290","Yukon-Koyukuk Census Area, Alaska",2119,284,201,195,190,106,121,98,81,64,179,215,162,132,38,43,10,"Yukon-Koyukuk Census Area, Alaska",101,63,38,42,39,28,32,36,24,25,39,40,35,38,19,16,8
"G0400010","2005-2009","AZ",,,"Arizona","04","Apache County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04001","Apache County, Arizona",18847,4108,1834,1615,1191,1046,1246,1013,966,666,1087,1308,1532,665,221,163,186,"Apache County, Arizona",661,370,244,266,239,193,233,195,217,157,195,253,207,158,79,94,108
"G0400030","2005-2009","AZ",,,"Arizona","04","Cochise County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04003","Cochise County, Arizona",48412,4497,3131,3013,3045,2715,3286,2815,2502,2404,3644,4900,5448,3095,1704,1303,910,"Cochise County, Arizona",854,412,356,395,436,349,383,369,369,365,401,482,443,369,290,219,203
"G0400050","2005-2009","AZ",,,"Arizona","04","Coconino County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04005","Coconino County, Arizona",44315,3882,2392,2081,2703,2583,2518,2467,2315,1894,4040,4397,5270,3795,1626,1348,1004,"Coconino County, Arizona",743,451,402,336,367,375,368,384,342,335,489,486,421,422,254,223,186
"G0400070","2005-2009","AZ",,,"Arizona","04","Gila County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04007","Gila County, Arizona",19079,1989,1513,1159,1495,1595,1296,1279,1182,1129,1504,1715,1661,873,285,169,235,"Gila County, Arizona",751,281,317,238,265,287,245,273,208,226,278,264,218,192,119,78,112
"G0400090","2005-2009","AZ",,,"Arizona","04","Graham County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04009","Graham County, Arizona",11044,1213,751,660,799,789,512,638,666,524,1215,1073,1307,519,210,95,73,"Graham County, Arizona",307,245,176,148,164,202,111,162,172,130,271,193,202,147,74,53,47
"G0400110","2005-2009","AZ",,,"Arizona","04","Greenlee County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04011","Greenlee County, Arizona",2910,313,122,140,150,134,103,307,170,134,350,342,442,96,57,20,30,"Greenlee County, Arizona",147,80,44,53,63,53,59,125,66,71,91,122,115,61,45,17,30
"G0400120","2005-2009","AZ",,,"Arizona","04","La Paz County","012",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04012","La Paz County, Arizona",9530,1021,741,1174,836,707,767,685,670,495,605,528,701,278,83,42,197,"La Paz County, Arizona",474,251,184,256,198,217,229,208,250,219,143,177,181,114,85,24,128
"G0400130","2005-2009","AZ",,,"Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04013","Maricopa County, Arizona",1338468,77688,57303,60380,68910,70422,70698,68805,68653,62127,114281,147737,177129,112463,65625,58878,57369,"Maricopa County, Arizona",4402,2012,1934,1757,1743,2015,2288,2016,1873,1763,2292,2237,2928,2522,2060,1586,1575
"G0400150","2005-2009","AZ",,,"Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04015","Mohave County, Arizona",75262,5507,5164,5144,5508,5918,5254,5000,4262,4443,6612,7274,7465,3372,1674,1340,1325,"Mohave County, Arizona",921,588,547,505,597,601,479,500,378,541,522,578,501,443,320,280,226
"G0400170","2005-2009","AZ",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04017","Navajo County, Arizona",34623,4193,2416,2271,2485,2510,2201,1951,2158,1423,2879,3460,3296,1896,759,482,243,"Navajo County, Arizona",766,426,365,305,347,375,315,322,307,265,348,456,409,273,195,132,97
"G0400190","2005-2009","AZ",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04019","Pima County, Arizona",370264,28662,22148,22569,23028,22348,23633,20625,19029,16942,32348,36362,42568,24615,13648,11281,10458,"Pima County, Arizona",1722,1259,1042,1076,993,1015,1049,1080,961,867,1114,1358,1210,1034,707,621,578
"G0400210","2005-2009","AZ",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04021","Pinal County, Arizona",108345,7089,4942,6222,6409,5680,6158,6059,6788,5654,10384,13488,14495,7496,3277,2484,1720,"Pinal County, Arizona",1442,684,464,665,482,556,605,561,626,544,832,974,793,670,412,350,262
"G0400230","2005-2009","AZ",,,"Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04023","Santa Cruz County, Arizona",11075,956,731,969,955,744,792,628,586,431,889,1262,1019,351,337,210,215,"Santa Cruz County, Arizona",515,203,177,242,215,217,211,172,177,160,237,264,213,103,112,92,96
"G0400250","2005-2009","AZ",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04025","Yavapai County, Arizona",85707,5909,5341,5084,5651,5287,6001,5373,5221,4668,7759,8557,9412,4846,2345,2189,2064,"Yavapai County, Arizona",1179,521,554,514,608,602,527,445,490,474,694,614,576,509,331,336,275
"G0400270","2005-2009","AZ",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04027","Yuma County, Arizona",70289,5609,5242,4947,5969,5135,5062,4085,4309,3449,6324,6599,6558,3237,1740,1177,847,"Yuma County, Arizona",1042,588,719,578,627,633,614,453,454,388,623,509,648,385,282,226,190
"G0500010","2005-2009","AR",,,"Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05001","Arkansas County, Arkansas",8388,1016,693,624,589,554,586,428,413,464,732,802,740,389,183,70,105,"Arkansas County, Arkansas",272,211,192,163,131,143,148,118,110,109,139,149,151,119,77,40,44
"G0500030","2005-2009","AR",,,"Arkansas","05","Ashley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05003","Ashley County, Arkansas",9444,1154,762,1067,739,585,710,407,475,407,747,711,817,391,240,103,129,"Ashley County, Arkansas",501,262,187,243,205,164,172,122,158,106,185,136,199,108,104,54,56
"G0500050","2005-2009","AR",,,"Arkansas","05","Baxter County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05005","Baxter County, Arkansas",18016,1272,1487,1936,1516,1581,1368,1403,1094,746,1467,1698,1136,633,229,247,203,"Baxter County, Arkansas",416,236,228,287,250,245,189,235,165,166,224,239,179,194,91,97,73
"G0500070","2005-2009","AR",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05007","Benton County, Arkansas",73877,3953,3433,3770,4223,4275,5207,3887,4099,3799,6801,8567,8695,5010,2986,2887,2285,"Benton County, Arkansas",882,445,342,423,419,439,508,417,426,386,577,634,705,484,340,347,273
"G0500090","2005-2009","AR",,,"Arkansas","05","Boone County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05009","Boone County, Arkansas",13846,1562,803,1082,989,952,1143,933,749,730,1229,1391,1158,429,397,100,199,"Boone County, Arkansas",365,233,155,182,205,204,236,238,178,182,209,211,190,114,114,58,90
"G0500110","2005-2009","AR",,,"Arkansas","05","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05011","Bradley County, Arkansas",4922,792,556,509,491,368,210,199,317,261,298,384,228,130,90,54,35,"Bradley County, Arkansas",857,208,185,160,210,118,106,86,124,125,153,162,109,78,56,41,42
"G0500130","2005-2009","AR",,,"Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05013","Calhoun County, Arkansas",2284,261,196,208,149,273,163,146,208,57,153,99,230,82,57,0,2,"Calhoun County, Arkansas",156,82,75,89,60,101,64,77,77,30,78,50,72,45,59,119,3
"G0500150","2005-2009","AR",,,"Arkansas","05","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05015","Carroll County, Arkansas",10780,1148,786,1000,1145,849,741,651,405,350,917,910,1011,290,283,127,167,"Carroll County, Arkansas",323,259,162,191,247,179,186,171,116,94,164,182,182,87,105,69,121
"G0500170","2005-2009","AR",,,"Arkansas","05","Chicot County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05017","Chicot County, Arkansas",5156,1077,815,643,347,252,331,275,286,108,292,190,217,183,68,31,41,"Chicot County, Arkansas",271,214,186,155,117,95,122,90,98,61,99,82,85,84,44,28,30
"G0500190","2005-2009","AR",,,"Arkansas","05","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05019","Clark County, Arkansas",8691,1294,809,860,733,463,532,617,355,282,569,662,788,359,146,134,88,"Clark County, Arkansas",1125,466,227,245,209,146,153,215,171,108,158,187,229,136,78,76,54
"G0500210","2005-2009","AR",,,"Arkansas","05","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05021","Clay County, Arkansas",7163,1010,830,661,503,653,415,450,283,387,540,525,500,182,83,19,122,"Clay County, Arkansas",245,207,169,136,133,124,127,108,92,102,128,125,124,61,50,21,56
"G0500230","2005-2009","AR",,,"Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05023","Cleburne County, Arkansas",10145,816,938,778,905,813,673,476,616,468,882,991,939,345,178,160,167,"Cleburne County, Arkansas",555,194,187,189,221,184,189,108,172,124,179,176,188,98,77,66,75
"G0500250","2005-2009","AR",,,"Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05025","Cleveland County, Arkansas",3370,521,180,280,270,240,192,211,101,210,220,317,332,124,82,45,45,"Cleveland County, Arkansas",136,92,65,72,75,77,65,83,53,86,71,97,73,53,50,39,33
"G0500270","2005-2009","AR",,,"Arkansas","05","Columbia County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05027","Columbia County, Arkansas",10266,1314,883,794,923,621,576,492,443,439,804,919,1044,517,141,167,189,"Columbia County, Arkansas",354,228,179,196,228,139,139,171,144,128,185,189,211,167,72,84,75
"G0500290","2005-2009","AR",,,"Arkansas","05","Conway County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05029","Conway County, Arkansas",8185,1143,925,581,716,501,341,457,416,320,566,717,796,340,151,86,129,"Conway County, Arkansas",210,218,187,125,143,144,108,126,121,117,139,136,134,89,65,52,57
"G0500310","2005-2009","AR",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05031","Craighead County, Arkansas",35159,3731,3065,2421,2084,2340,2486,1608,1580,1287,3139,3445,3735,1875,957,607,799,"Craighead County, Arkansas",572,420,389,297,295,334,347,246,251,259,375,459,397,243,182,151,183
"G0500330","2005-2009","AR",,,"Arkansas","05","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05033","Crawford County, Arkansas",21350,1758,2132,1406,1562,1680,1289,1109,1261,981,1962,2257,1913,1054,378,429,179,"Crawford County, Arkansas",388,304,336,215,314,320,242,237,242,203,255,294,306,260,101,158,102
"G0500350","2005-2009","AR",,,"Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05035","Crittenden County, Arkansas",20004,2714,1944,1610,1625,1386,1381,659,1024,746,1608,1632,1569,873,545,444,244,"Crittenden County, Arkansas",373,372,343,294,309,245,256,174,205,185,245,236,243,172,150,176,80
"G0500370","2005-2009","AR",,,"Arkansas","05","Cross County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05037","Cross County, Arkansas",7169,953,607,513,454,425,424,692,469,239,542,512,608,331,206,170,24,"Cross County, Arkansas",295,181,170,130,135,120,133,199,156,89,162,125,138,105,87,84,29
"G0500390","2005-2009","AR",,,"Arkansas","05","Dallas County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05039","Dallas County, Arkansas",3297,568,418,332,219,185,191,190,168,89,255,209,293,82,38,33,27,"Dallas County, Arkansas",278,153,152,128,89,83,80,87,98,51,104,63,111,53,46,31,29
"G0500410","2005-2009","AR",,,"Arkansas","05","Desha County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05041","Desha County, Arkansas",5769,1054,592,522,569,348,441,265,216,264,334,369,368,265,60,89,13,"Desha County, Arkansas",187,201,130,166,125,115,149,104,74,102,112,100,112,102,39,52,18
"G0500430","2005-2009","AR",,,"Arkansas","05","Drew County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05043","Drew County, Arkansas",7704,1192,516,615,778,568,437,420,363,240,561,620,583,439,153,201,18,"Drew County, Arkansas",302,253,144,174,213,158,158,141,130,97,170,178,128,155,69,112,21
"G0500450","2005-2009","AR",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05045","Faulkner County, Arkansas",38552,3678,3017,2024,2067,2305,2150,2074,2118,1766,2882,3933,4882,2485,1401,928,842,"Faulkner County, Arkansas",484,435,379,325,335,314,351,301,370,261,360,405,385,337,203,188,170
"G0500470","2005-2009","AR",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05047","Franklin County, Arkansas",6800,723,904,509,711,469,461,355,314,264,487,397,648,352,135,55,16,"Franklin County, Arkansas",281,170,180,143,204,145,122,121,93,96,166,138,166,120,74,52,20
"G0500490","2005-2009","AR",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05049","Fulton County, Arkansas",4461,526,325,524,403,401,284,260,291,223,296,397,221,138,127,22,23,"Fulton County, Arkansas",289,166,100,141,143,127,127,109,118,109,116,157,94,66,94,27,30
"G0500510","2005-2009","AR",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05051","Garland County, Arkansas",38680,3796,3386,2886,2789,2941,2695,2427,1917,1964,3100,3244,3504,1610,756,776,889,"Garland County, Arkansas",778,404,388,350,309,388,352,362,288,257,386,343,398,225,175,165,194
"G0500530","2005-2009","AR",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05053","Grant County, Arkansas",6558,369,310,253,324,513,354,490,305,159,842,893,812,597,175,51,111,"Grant County, Arkansas",246,131,119,105,116,142,116,150,108,81,234,207,157,170,85,57,67
"G0500550","2005-2009","AR",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05055","Greene County, Arkansas",16392,2049,1266,1025,1286,862,1060,1184,1001,874,1666,1533,1646,577,195,113,55,"Greene County, Arkansas",352,321,235,173,253,187,288,245,237,239,272,277,295,135,93,72,42
"G0500570","2005-2009","AR",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05057","Hempstead County, Arkansas",8949,1229,750,724,602,615,482,631,559,453,655,683,898,284,165,131,88,"Hempstead County, Arkansas",658,242,214,157,210,205,140,170,148,138,183,169,203,99,86,63,46
"G0500590","2005-2009","AR",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05059","Hot Spring County, Arkansas",11660,1356,833,706,998,995,776,650,609,549,1251,933,1151,523,178,73,79,"Hot Spring County, Arkansas",327,240,160,157,226,227,182,170,148,141,256,181,192,138,79,44,51
"G0500610","2005-2009","AR",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05061","Howard County, Arkansas",5463,491,517,570,553,374,418,241,337,220,424,433,383,283,78,82,59,"Howard County, Arkansas",238,119,121,138,133,94,128,90,90,97,128,100,99,104,52,41,35
"G0500630","2005-2009","AR",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05063","Independence County, Arkansas",14431,1412,1115,991,1662,973,1108,874,861,685,1050,1271,1318,558,239,115,199,"Independence County, Arkansas",327,228,231,199,314,188,238,194,180,190,203,197,198,124,75,59,95
"G0500650","2005-2009","AR",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05065","Izard County, Arkansas",5715,703,507,450,566,430,480,375,241,311,417,533,483,103,51,42,23,"Izard County, Arkansas",227,118,101,114,127,112,116,88,96,95,105,113,124,57,41,33,20
"G0500670","2005-2009","AR",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05067","Jackson County, Arkansas",6862,853,855,757,696,336,404,567,269,411,467,470,331,221,121,78,26,"Jackson County, Arkansas",281,170,198,166,166,98,110,177,112,121,117,119,99,84,70,55,30
"G0500690","2005-2009","AR",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05069","Jefferson County, Arkansas",30168,4200,2728,2197,1767,1999,2113,1813,1414,1346,2318,2587,2941,1304,771,426,244,"Jefferson County, Arkansas",741,370,321,299,274,295,313,247,202,213,305,332,281,210,179,117,92
"G0500710","2005-2009","AR",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05071","Johnson County, Arkansas",8911,1069,905,931,769,650,683,449,436,592,741,641,488,331,102,95,29,"Johnson County, Arkansas",319,199,189,185,199,181,186,136,123,154,190,143,126,105,52,64,25
