GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AAACE001,AAACE002,AAACE003,AAACE004,AAACE005,AAACE006,AAACE007,AAACE008,AAACE009,AAACE010,AAACE011,AAACE012,AAACE013,AAACE014,AAACE015,AAACE016,AAACE017,AAACE018,AAACE019,AAACE020,AAACE021,AAACE022,AAACE023,AAACE024,AAACE025,AAACE026,AAACE027,AAACE028,AAACE029,AAACE030,AAACE031,AAACE032,AAACE033,AAACE034,AAACE035,AAACE036,AAACE037,AAACE038,AAACE039,AAACE040,AAACE041,AAACE042,AAACE043,AAACE044,AAACE045,AAACE046,AAACE047,AAACE048,AAACE049,NAME_M,AAACM001,AAACM002,AAACM003,AAACM004,AAACM005,AAACM006,AAACM007,AAACM008,AAACM009,AAACM010,AAACM011,AAACM012,AAACM013,AAACM014,AAACM015,AAACM016,AAACM017,AAACM018,AAACM019,AAACM020,AAACM021,AAACM022,AAACM023,AAACM024,AAACM025,AAACM026,AAACM027,AAACM028,AAACM029,AAACM030,AAACM031,AAACM032,AAACM033,AAACM034,AAACM035,AAACM036,AAACM037,AAACM038,AAACM039,AAACM040,AAACM041,AAACM042,AAACM043,AAACM044,AAACM045,AAACM046,AAACM047,AAACM048,AAACM049
"G06003666","2014","CA",,,"California","06",,,"Baldwin Park city","03666",,,,,,,,,,,,,,,,"16000US0603666","Baldwin Park city, California",77134,38062,2738,2527,2606,2162,1106,608,377,2078,3713,3259,2391,2479,1908,2472,2461,1036,866,492,999,896,498,358,32,39072,2476,2591,2493,1700,955,488,570,1950,3072,3065,2076,2194,3122,3165,2495,527,1298,650,1207,546,863,873,696,"Baldwin Park city, California",47,1630,986,942,814,879,432,380,247,778,960,912,724,785,669,707,773,367,368,272,518,463,291,231,45,1632,796,690,595,632,447,329,348,610,1118,920,644,742,730,785,718,241,559,414,507,219,435,513,384
"G06004982","2014","CA",,,"California","06",,,"Bellflower city","04982",,,,,,,,,,,,,,,,"16000US0604982","Bellflower city, California",78246,38296,2558,3178,3218,2237,1282,275,479,1786,2586,2995,2684,1890,2518,3002,2613,823,1193,544,486,691,650,299,309,39950,2721,2633,2607,1113,562,353,647,2021,3581,3266,1702,2955,3524,2122,2777,1020,844,686,810,2041,798,296,871,"Bellflower city, California",47,1664,1038,696,1126,867,524,237,326,662,841,910,763,658,884,803,817,433,528,299,263,336,278,222,242,1664,966,876,783,416,328,289,393,706,1055,857,534,864,902,695,801,516,300,390,430,643,349,196,426
"G06006000","2014","CA",,,"California","06",,,"Berkeley city","06000",,,,,,,,,,,,,,,,"16000US0606000","Berkeley city, California",118851,57321,2252,2093,2270,1046,4876,3278,2199,6368,5819,4205,3059,3050,2821,1973,2190,729,2475,991,1741,1519,931,717,719,61530,2204,1966,1954,1456,4773,1653,4818,5998,5549,4274,3406,3404,2421,2977,2515,1710,2055,1385,1859,1787,1258,916,1192,"Berkeley city, California",30,2704,667,841,774,449,1364,1240,1270,1691,1150,1041,880,670,733,543,522,376,801,389,520,462,321,296,364,2705,685,482,668,449,815,708,2269,1459,1220,1153,791,741,634,719,620,716,617,398,596,450,449,387,435
"G06008786","2014","CA",,,"California","06",,,"Buena Park city","08786",,,,,,,,,,,,,,,,"16000US0608786","Buena Park city, California",83114,41571,2792,2736,2193,1876,1238,950,327,1849,3747,3230,2957,2900,3096,2491,2742,617,1756,418,536,1456,565,447,652,41543,3156,2779,2862,1343,385,613,769,2147,3943,2638,2291,3058,2410,3259,3255,648,1018,611,910,940,759,889,860,"Buena Park city, California",43,1684,945,984,832,665,502,534,306,802,1201,1004,928,890,965,817,764,351,687,287,315,636,285,237,386,1684,1133,872,1040,575,231,479,477,740,1044,859,772,775,650,796,919,400,448,263,455,474,398,391,454
"G06008954","2014","CA",,,"California","06",,,"Burbank city","08954",,,,,,,,,,,,,,,,"16000US0608954","Burbank city, California",105366,51046,2681,3109,2386,1792,1644,562,531,2032,4298,4876,3679,4554,3630,4502,2755,911,1274,876,828,1460,1127,995,544,54320,3326,2857,3457,1077,1208,647,393,1891,2855,3743,5313,4726,3721,3140,3417,1241,1844,751,1607,2148,1723,1781,1454,"Burbank city, California",30,2654,1004,1026,780,602,847,395,349,887,1152,1591,1038,1117,843,967,988,426,698,507,445,557,442,513,459,2654,1256,1085,1042,517,507,452,309,878,817,1065,1251,1119,1050,767,688,481,728,284,578,724,696,679,616
"G06010046","2014","CA",,,"California","06",,,"Camarillo city","10046",,,,,,,,,,,,,,,,"16000US0610046","Camarillo city, California",66932,32824,2400,2914,2558,779,732,171,338,1669,1596,2331,1159,2679,1394,2569,2410,949,794,370,1069,1511,1075,736,621,34108,2025,2005,2445,1519,787,468,261,606,2242,2634,1886,1658,1682,3020,1896,1045,867,1226,1190,1544,1044,943,1115,"Camarillo city, California",39,1423,976,1052,966,362,385,276,264,738,669,745,441,903,436,583,708,496,404,248,453,517,419,336,348,1424,688,662,741,592,371,327,200,433,792,731,597,590,545,673,559,445,356,471,536,531,409,313,486
"G06011194","2014","CA",,,"California","06",,,"Carlsbad city","11194",,,,,,,,,,,,,,,,"16000US0611194","Carlsbad city, California",112310,55806,3285,4265,4303,2139,1271,490,189,1578,2685,2883,3799,4318,4992,4191,4164,1492,2140,838,1931,1946,1332,422,1153,56504,3130,3490,4151,1308,659,126,882,1723,3253,3007,3552,4224,4852,4909,3936,1490,2565,634,2064,2169,1586,1398,1396,"Carlsbad city, California",52,2233,1217,1181,1115,861,589,411,232,870,961,1170,1065,1326,1002,998,1155,651,877,511,747,710,539,303,511,2231,1316,1134,1269,583,404,169,629,849,1071,873,1028,1318,1107,1058,1132,522,779,363,773,703,933,679,576
"G06011390","2014","CA",,,"California","06",,,"Carmichael CDP","11390",,,,,,,,,,,,,,,,"16000US0611390","Carmichael CDP, California",66493,30625,2157,1728,1555,1049,499,86,457,989,1767,2249,1941,2183,2069,1702,2101,1072,973,1805,942,1145,752,560,844,35868,1475,1763,2120,1444,427,505,200,928,2795,1819,1888,1952,2408,2421,2575,1340,1995,1031,1439,1762,692,1226,1663,"Carmichael CDP, California",5265,2884,736,574,549,459,457,98,468,607,751,981,803,782,652,585,685,540,470,651,410,528,303,301,493,3244,568,617,917,650,247,323,169,609,1261,644,701,612,742,630,744,524,702,494,541,645,413,483,507
"G06011530","2014","CA",,,"California","06",,,"Carson city","11530",,,,,,,,,,,,,,,,"16000US0611530","Carson city, California",93272,47027,3970,2528,3630,2282,1461,427,1203,2359,4092,2907,3160,2703,3078,2794,3540,622,1007,646,822,1470,1297,749,280,46245,1818,3609,2424,1396,1289,787,1040,1872,2755,3759,2964,3375,3142,3139,2906,1129,1530,1090,1142,1997,1078,1127,877,"Carson city, California",36,1958,1367,731,1032,787,497,243,569,904,1277,1134,909,803,875,742,1046,303,397,355,394,594,552,349,183,1961,621,1031,848,530,487,503,523,609,789,1068,817,949,816,952,690,498,645,511,417,600,456,522,452
"G06013014","2014","CA",,,"California","06",,,"Chico city","13014",,,,,,,,,,,,,,,,"16000US0613014","Chico city, California",89187,45207,2659,2223,2073,2108,3103,1664,1036,4774,3752,3031,2536,2249,2359,3113,1822,1077,1369,338,1018,1238,404,641,620,43980,1784,2101,2289,1277,2750,1195,1643,5479,3049,2961,2342,1698,2293,2224,3328,503,920,566,1521,1103,1116,584,1254,"Chico city, California",42,1798,565,761,628,607,740,960,767,1238,1088,711,713,594,788,671,523,501,647,217,397,451,263,490,325,1798,684,603,650,546,518,601,819,1170,630,638,745,579,660,538,835,290,369,300,519,484,451,358,593
"G06013210","2014","CA",,,"California","06",,,"Chino city","13210",,,,,,,,,,,,,,,,"16000US0613210","Chino city, California",84743,51588,2804,2972,3156,1733,1038,871,1509,2295,4405,4033,5176,3120,4778,4905,3741,347,907,868,1103,778,541,338,170,33155,2542,1962,1767,857,790,338,321,2023,2513,2848,3185,2194,2368,3178,1975,561,557,686,545,794,596,194,361,"Chino city, California",76,2756,794,846,816,633,457,485,747,697,1109,956,1031,643,1427,1273,1251,172,420,413,376,262,309,175,166,2748,776,546,524,424,343,222,259,629,787,716,794,562,637,662,531,258,263,343,217,334,288,230,263
"G06013214","2014","CA",,,"California","06",,,"Chino Hills city","13214",,,,,,,,,,,,,,,,"16000US0613214","Chino Hills city, California",77005,38447,2803,3273,2423,783,1523,481,1178,1376,3287,2822,2976,2151,3062,3271,2126,1310,1036,597,524,381,695,200,169,38558,2936,1948,2643,1917,723,269,809,1079,2093,2605,2614,3508,3414,2787,3523,797,1349,627,450,360,667,392,1048,"Chino Hills city, California",40,2116,893,1086,752,347,768,326,795,534,1093,917,924,794,871,745,628,537,504,347,257,248,463,248,140,2113,811,612,762,615,325,230,594,572,741,811,787,976,734,794,994,390,619,408,262,276,391,380,712
"G06013392","2014","CA",,,"California","06",,,"Chula Vista city","13392",,,,,,,,,,,,,,,,"16000US0613392","Chula Vista city, California",260977,129689,11277,9445,8032,6225,4029,2416,1876,5969,8843,9750,8606,9015,7275,9662,6941,2250,2756,1445,2176,4550,3285,2232,1634,131288,8782,9219,9402,5998,3547,1544,1516,5809,8612,11105,8474,9121,9122,9589,6413,2222,2567,1823,3449,4899,3573,2039,2463,"Chula Vista city, California",51,3339,1797,1601,1789,1293,1294,898,875,1484,2372,1987,1624,1699,1165,1544,1290,788,785,533,601,1017,1203,1219,529,3335,1782,1620,1551,1501,1149,833,619,1401,1485,2127,1514,1635,1637,1686,1211,681,650,570,841,1016,1303,731,748
"G06013588","2014","CA",,,"California","06",,,"Citrus Heights city","13588",,,,,,,,,,,,,,,,"16000US0613588","Citrus Heights city, California",86147,40533,3528,2728,2770,1187,851,438,667,1836,4200,3719,2460,2077,1309,2691,2356,672,1896,745,1045,1186,1686,231,255,45614,2149,2161,2623,951,1053,714,192,1865,3341,3981,2735,1904,3204,3720,3675,900,1521,1513,1401,1643,1431,1218,1719,"Citrus Heights city, California",33,1772,1057,943,874,553,419,275,365,627,990,916,759,771,493,720,625,360,560,329,461,430,810,152,213,1772,739,722,1202,425,452,356,187,831,870,970,714,782,938,863,852,368,481,639,452,609,504,614,536
"G06014218","2014","CA",,,"California","06",,,"Clovis city","14218",,,,,,,,,,,,,,,,"16000US0614218","Clovis city, California",102190,51226,4691,5081,4568,2419,972,447,585,2387,3553,3767,3073,3472,4120,2885,2020,947,1686,915,645,1214,697,456,626,50964,3809,4380,3301,2545,1124,889,919,1885,3261,4400,2820,3423,3410,3868,2041,1089,1770,588,1098,1576,1150,706,912,"Clovis city, California",37,2288,1176,1363,1021,674,374,285,247,991,1094,819,946,827,1049,589,542,476,541,351,288,392,335,221,293,2289,965,1078,737,811,519,608,439,644,910,767,741,776,716,735,602,497,489,325,371,508,483,304,379
"G06015044","2014","CA",,,"California","06",,,"Compton city","15044",,,,,,,,,,,,,,,,"16000US0615044","Compton city, California",98596,47144,3447,4105,3482,2810,2261,668,1540,2007,4481,3861,2705,3142,3059,2893,2274,470,1126,413,782,363,506,121,628,51452,3643,3625,4149,3055,2536,1561,1124,2423,3785,2888,4006,3407,3920,2881,2457,1021,1246,362,561,879,544,717,662,"Compton city, California",35,1711,906,991,824,591,719,320,749,658,1016,781,724,656,856,873,634,277,545,249,416,242,213,100,340,1713,1001,701,987,819,730,617,474,735,914,691,898,787,914,715,726,413,491,258,288,325,261,349,313
"G06016000","2014","CA",,,"California","06",,,"Concord city","16000",,,,,,,,,,,,,,,,"16000US0616000","Concord city, California",127511,63749,3780,4178,2518,2710,1674,638,1031,2443,6187,4555,4719,4156,4842,4779,5094,1317,1686,1492,1478,1923,990,513,1046,63762,3793,3914,4265,1557,944,1215,741,1590,4559,4901,4733,4548,4539,4573,4668,1399,2372,1444,2216,2194,1457,643,1497,"Concord city, California",52,2152,1278,1007,826,780,759,592,798,891,1490,1179,1104,1140,1090,1115,1160,609,678,652,504,557,499,273,629,2148,1093,917,1023,628,513,736,671,704,1107,1085,996,986,1056,1305,1052,460,697,564,855,522,544,356,605
"G06016350","2014","CA",,,"California","06",,,"Corona city","16350",,,,,,,,,,,,,,,,"16000US0616350","Corona city, California",161498,78773,5254,4550,6647,4136,2004,927,900,2858,7108,5420,3855,6187,6806,5474,4314,2319,2867,1430,1480,1955,1385,486,411,82725,5160,5404,6390,3898,1947,1235,1366,3252,6593,5054,5903,6438,5644,6630,4695,1889,2769,910,2185,2091,1163,813,1296,"Corona city, California",59,2771,1179,1085,1182,954,640,418,436,894,1301,1272,1082,1234,1447,1132,931,626,854,582,623,773,577,255,373,2772,1282,1170,1248,1063,650,559,627,816,1383,917,1224,1197,910,1150,799,601,782,377,905,619,560,378,554
"G06016532","2014","CA",,,"California","06",,,"Costa Mesa city","16532",,,,,,,,,,,,,,,,"16000US0616532","Costa Mesa city, California",112793,56625,3016,3666,3165,1363,1394,1269,523,3472,6866,5535,5035,3706,3894,4273,2713,568,915,942,1051,1068,1113,472,606,56168,5715,2722,3120,1595,1089,713,1096,3167,5880,5748,3703,2337,4024,3073,3800,1541,1580,663,1111,1053,820,697,921,"Costa Mesa city, California",50,1988,924,977,883,572,671,662,360,1075,1546,1082,1202,1071,867,1081,837,261,372,427,418,341,555,312,403,1988,1294,860,900,588,450,472,499,1045,1379,1169,810,680,1029,881,991,600,524,319,393,419,320,277,577
"G06017918","2014","CA",,,"California","06",,,"Daly City city","17918",,,,,,,,,,,,,,,,"16000US0617918","Daly City city, California",106099,51276,3373,3130,2483,2231,1379,656,683,2417,4780,3998,4721,2988,3221,3201,2174,796,1538,1299,1611,1645,1490,995,467,54823,2179,2478,2606,1699,1063,899,880,2282,4287,4133,4200,3755,2535,4025,4111,1544,1709,1008,2295,2317,1716,1635,1467,"Daly City city, California",36,1891,948,1133,767,794,735,470,477,930,1079,1001,991,787,897,926,712,449,731,496,580,584,733,436,341,1891,775,811,996,697,588,494,527,858,1096,1002,1123,1063,746,937,1032,618,642,447,696,671,641,690,635
"G06018100","2014","CA",,,"California","06",,,"Davis city","18100",,,,,,,,,,,,,,,,"16000US0618100","Davis city, California",66733,32242,696,1374,1549,1427,1718,1268,1792,5277,2397,2047,1743,1868,2068,1540,1511,678,451,487,552,683,536,188,392,34491,1205,1470,1002,1176,3013,3073,1655,4006,2686,1327,1785,1723,1791,1828,1599,641,916,409,829,359,800,547,651,"Davis city, California",37,1479,304,508,549,620,760,561,767,1354,688,551,523,619,584,501,480,380,276,268,237,231,283,169,220,1483,463,471,366,428,879,1426,503,1054,543,456,586,455,461,507,462,328,369,254,361,222,406,347,325
"G06019766","2014","CA",,,"California","06",,,"Downey city","19766",,,,,,,,,,,,,,,,"16000US0619766","Downey city, California",114168,55667,3533,3419,4341,2022,964,928,1038,2966,4208,4334,4639,4072,3548,3744,3895,1198,1261,589,1142,1337,1201,515,773,58501,2692,3926,3630,2150,1439,511,793,1663,4794,4146,3580,4626,4456,4945,4705,1833,1550,951,1430,1285,1197,1049,1150,"Downey city, California",37,2551,1205,1068,930,657,409,475,678,1266,1164,1128,1639,1144,945,1016,1085,582,544,309,509,493,527,307,420,2551,1026,1072,1103,712,525,319,500,731,1014,984,1032,1151,1073,982,1033,655,562,406,736,484,451,403,489
"G06020802","2014","CA",,,"California","06",,,"East Los Angeles CDP","20802",,,,,,,,,,,,,,,,"16000US0620802","East Los Angeles CDP, California",117267,55598,3757,5114,3511,1671,1296,838,1774,2817,4616,4567,5240,3653,3540,3053,2134,1435,1396,470,998,1486,1249,327,656,61669,4095,5124,3248,2504,1936,749,794,3750,3919,5436,4425,3532,4053,3747,3158,1081,1858,1240,1435,1734,1394,1283,1174,"East Los Angeles CDP, California",7153,3932,950,1365,883,698,485,414,710,887,982,1106,963,962,1025,659,677,574,559,303,428,436,503,182,275,4218,973,1200,755,742,637,477,377,1006,986,1005,1147,756,928,894,804,464,637,521,482,620,536,521,388
"G06021712","2014","CA",,,"California","06",,,"El Cajon city","21712",,,,,,,,,,,,,,,,"16000US0621712","El Cajon city, California",103075,54094,3970,4364,4159,2612,1177,1720,309,2195,5913,3508,3060,3726,3770,3455,3084,673,1124,973,1147,1547,631,552,425,48981,3438,3503,2654,1969,1189,548,884,2286,4134,3172,3728,3505,2785,3005,2703,1044,1265,1117,1406,1589,916,996,1145,"El Cajon city, California",66,1927,1389,1201,962,752,553,833,176,893,1523,925,1086,947,957,970,789,332,645,483,578,685,270,341,248,1927,976,852,937,743,548,405,562,793,1025,1045,873,844,853,940,725,499,533,526,793,607,390,572,867
"G06022020","2014","CA",,,"California","06",,,"Elk Grove city","22020",,,,,,,,,,,,,,,,"16000US0622020","Elk Grove city, California",163560,78798,5944,7249,5571,4154,1962,1601,1070,2139,5102,4916,5095,5724,5102,5775,5226,1546,2588,1431,1070,2385,1038,1542,568,84762,5136,5643,6903,4818,2059,750,1348,3520,5988,6012,5132,6812,6185,6294,4452,1976,2066,1235,1668,2466,1671,1471,1157,"Elk Grove city, California",61,2502,1381,1534,1128,861,644,775,506,783,1010,1077,1131,1135,974,1066,1046,536,693,579,340,748,426,700,341,2511,1220,1148,1216,1110,689,541,656,1293,1256,1136,887,1220,1160,1078,1171,605,527,567,434,802,614,592,536
"G06022230","2014","CA",,,"California","06",,,"El Monte city","22230",,,,,,,,,,,,,,,,"16000US0622230","El Monte city, California",116617,58628,3589,3734,4185,2736,1382,907,1384,3038,3955,3332,3885,4993,5251,3342,3336,1040,1692,1145,1086,1450,1376,1032,758,57989,3582,4218,3969,2789,1371,1061,1091,2081,4106,2953,3795,5426,4055,3819,3266,797,2157,1391,1475,1163,1359,794,1271,"El Monte city, California",56,2098,1245,872,1021,758,524,472,704,825,1062,935,935,957,984,775,756,497,620,494,388,454,565,420,366,2094,1098,1014,928,606,422,487,522,633,968,700,858,1101,907,875,732,381,595,463,588,472,479,326,592
"G06022804","2014","CA",,,"California","06",,,"Escondido city","22804",,,,,,,,,,,,,,,,"16000US0622804","Escondido city, California",150252,74189,6063,5275,5266,4252,1910,1582,1133,4096,6675,5432,3990,5611,5718,3056,3616,1717,1913,1057,987,1858,683,913,1386,76063,5083,5762,4907,3332,2882,1003,848,3003,5654,5864,5638,5299,4751,2882,5105,1963,1793,1018,1745,2143,1996,1132,2260,"Escondido city, California",47,2689,1272,1327,1200,943,700,844,662,998,1310,1515,942,1256,1024,859,815,639,677,444,346,899,442,426,547,2686,1127,1229,1177,941,941,508,582,909,1075,1231,1242,1099,1018,723,965,680,606,485,609,680,539,424,643
"G06023182","2014","CA",,,"California","06",,,"Fairfield city","23182",,,,,,,,,,,,,,,,"16000US0623182","Fairfield city, California",111139,54342,4007,4078,3851,2524,944,911,765,2224,3754,4204,3755,3062,4598,3962,2717,1248,1944,476,1014,2128,1167,659,350,56797,2964,4874,3602,2489,358,972,983,2782,4087,3866,3120,4102,4516,3898,3390,1560,1839,1294,1434,1137,1652,428,1450,"Fairfield city, California",54,1846,988,973,879,669,370,649,426,830,950,929,905,725,916,701,659,523,577,324,514,640,413,313,226,1845,866,982,801,587,213,502,493,703,795,869,825,845,893,924,701,677,706,482,455,393,548,280,561
"G06024638","2014","CA",,,"California","06",,,"Folsom city","24638",,,,,,,,,,,,,,,,"16000US0624638","Folsom city, California",75366,40367,2382,2055,2460,1818,997,241,246,1447,3036,2423,2781,3051,3685,4418,3021,545,1376,697,978,1117,739,533,321,34999,1864,2548,1879,1640,372,375,408,992,1429,1339,2358,2766,3524,2205,3206,564,1270,412,1019,1497,1624,442,1266,"Folsom city, California",32,1783,673,663,620,687,543,198,199,584,881,680,848,712,967,1016,751,275,505,383,504,439,396,328,226,1781,652,734,568,744,240,294,368,452,521,455,612,734,776,629,863,308,508,270,487,588,656,230,683
"G06024680","2014","CA",,,"California","06",,,"Fontana city","24680",,,,,,,,,,,,,,,,"16000US0624680","Fontana city, California",204953,101464,6162,9530,8244,6645,4139,1260,2025,5105,7408,6964,7331,6814,7899,5944,5783,1576,1883,698,1460,2008,1496,552,538,103489,6929,6953,8503,4967,2468,2056,2018,4984,7683,8552,7585,7651,7581,6249,5990,1474,2294,1521,2212,2577,1422,997,823,"Fontana city, California",43,3031,1369,1680,1672,1085,1159,691,859,1289,1540,1380,1439,1396,1458,1128,1341,607,651,378,506,830,550,350,413,3033,1496,1478,1544,1261,828,738,819,1196,1367,1923,1314,1436,1440,1335,1078,544,824,602,895,947,560,488,415
"G06026000","2014","CA",,,"California","06",,,"Fremont city","26000",,,,,,,,,,,,,,,,"16000US0626000","Fremont city, California",228760,114098,7699,8672,7059,3650,2514,1179,1144,3474,6962,9478,11359,10412,9750,7985,6323,2952,3030,1549,2519,2546,1463,1241,1138,114662,8491,8984,7888,2821,1438,337,811,3523,7555,10183,10896,8798,6868,8313,7261,2168,3514,2768,2016,3415,1957,2395,2262,"Fremont city, California",33,2824,1239,1310,1131,724,849,628,448,1028,1225,1494,1412,1269,1578,1093,1268,814,873,518,699,769,553,463,517,2820,978,1150,1524,661,604,241,389,949,1326,1127,1437,1437,1020,1137,1095,711,902,788,642,864,607,600,741
"G06027000","2014","CA",,,"California","06",,,"Fresno city","27000",,,,,,,,,,,,,,,,"16000US0627000","Fresno city, California",515985,254170,22333,21135,19527,12314,8256,4458,5567,11942,23625,18765,15946,12796,13258,14850,10688,5943,7486,4710,4755,5596,4446,3059,2715,261815,21674,21278,18409,11994,8742,4690,4450,13591,20392,17360,17699,13666,14194,15944,14925,6554,6029,4306,5636,7326,5415,2959,4582,"Fresno city, California",63,3409,1771,2397,2153,1133,945,1034,1362,1828,1617,1515,1748,1726,1513,1284,1431,1227,1400,1066,990,1004,935,837,695,3417,1654,2220,2293,1312,1112,1147,1021,1618,1583,1380,1822,1753,1056,1142,1726,1123,1147,884,1167,1084,831,859,1013
"G06028000","2014","CA",,,"California","06",,,"Fullerton city","28000",,,,,,,,,,,,,,,,"16000US0628000","Fullerton city, California",139663,69620,4428,3904,6141,3712,2180,1755,877,4741,4867,3831,4657,4620,4782,5290,3968,1207,2011,567,1113,1263,1151,1266,1289,70043,4409,5146,4952,2182,2347,2086,1551,4140,4431,4268,5024,5769,4871,3762,3452,1107,1069,1147,1388,1743,2063,1431,1705,"Fullerton city, California",59,3083,1273,1138,1450,1118,715,797,485,1498,1155,915,1113,1159,1072,1173,920,481,763,240,471,433,453,431,459,3078,1443,1548,1262,699,923,937,703,1388,1300,963,1167,1299,1153,946,757,351,377,539,495,639,560,616,634
"G06029000","2014","CA",,,"California","06",,,"Garden Grove city","29000",,,,,,,,,,,,,,,,"16000US0629000","Garden Grove city, California",175085,87177,5514,6634,5399,3862,3404,1252,941,3496,6163,4650,6628,5611,6731,7909,4804,1830,2388,1033,1971,2509,2029,1444,975,87908,5373,4837,5706,2579,1745,1970,1090,3713,5696,5662,5073,8400,6465,6105,6381,1669,2978,1690,2079,3016,2442,1595,1644,"Garden Grove city, California",53,2679,1188,1258,1075,791,910,489,491,862,1267,816,1163,872,1223,1168,900,524,620,334,556,625,630,567,460,2677,1150,1007,1098,639,522,725,571,949,1136,1126,901,1384,901,1119,1085,606,669,554,617,745,812,565,587
"G06030000","2014","CA",,,"California","06",,,"Glendale city","30000",,,,,,,,,,,,,,,,"16000US0630000","Glendale city, California",200161,92906,5379,4422,4968,2828,2505,893,1455,3629,8317,7948,5243,6302,6591,7800,5551,2086,3415,2086,2909,2646,2475,1784,1674,107255,4431,4070,4713,2800,1494,935,994,5293,8389,8256,6484,7527,8067,9026,8734,3129,3476,2291,3125,4960,4328,2174,2559,"Glendale city, California",38,2708,1464,1052,1085,806,745,385,613,929,1515,1562,1013,1280,1393,1373,1074,647,873,669,833,757,812,660,739,2707,1242,1262,1207,848,551,496,474,1394,1441,1361,1111,1354,1265,1206,1538,940,883,654,942,1177,1034,653,611
"G06032548","2014","CA",,,"California","06",,,"Hawthorne city","32548",,,,,,,,,,,,,,,,"16000US0632548","Hawthorne city, California",87591,42673,3616,3559,2569,2065,978,638,474,2197,3132,3599,3581,3125,2410,2645,2076,918,1101,735,286,790,1393,498,288,44918,2709,2917,4099,1054,1030,721,885,2329,4093,2607,3580,4445,2755,2776,2724,1062,739,838,457,989,987,588,534,"Hawthorne city, California",45,2045,1052,1012,847,574,541,503,339,787,848,1206,1031,863,749,764,700,553,527,503,190,430,632,308,226,2043,1008,950,934,559,411,491,479,968,1258,653,860,1147,797,820,793,479,375,621,325,501,405,322,358
