GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AKRSE001,AKRSE002,AKRSE003,AKRSE004,AKRSE005,AKRSE006,AKRSE007,AKRSE008,AKRSE009,AKRSE010,AKRSE011,AKRSE012,AKRSE013,AKRSE014,AKRSE015,AKRSE016,AKRSE017,AKRSE018,AKRSE019,AKRSE020,AKRSE021,AKRSE022,AKRSE023,AKRSE024,AKRSE025,AKRSE026,AKRSE027,AKRSE028,AKRSE029,AKRSE030,AKRSE031,AKRSE032,AKRSE033,AKRSE034,AKRSE035,AKRSE036,AKRSE037,AKRSE038,AKRSE039,AKRSE040,AKRSE041,AKRSE042,AKRSE043,AKRSE044,AKRSE045,AKRSE046,AKRSE047,AKRSE048,AKRSE049,NAME_M,AKRSM001,AKRSM002,AKRSM003,AKRSM004,AKRSM005,AKRSM006,AKRSM007,AKRSM008,AKRSM009,AKRSM010,AKRSM011,AKRSM012,AKRSM013,AKRSM014,AKRSM015,AKRSM016,AKRSM017,AKRSM018,AKRSM019,AKRSM020,AKRSM021,AKRSM022,AKRSM023,AKRSM024,AKRSM025,AKRSM026,AKRSM027,AKRSM028,AKRSM029,AKRSM030,AKRSM031,AKRSM032,AKRSM033,AKRSM034,AKRSM035,AKRSM036,AKRSM037,AKRSM038,AKRSM039,AKRSM040,AKRSM041,AKRSM042,AKRSM043,AKRSM044,AKRSM045,AKRSM046,AKRSM047,AKRSM048,AKRSM049
"G0500510","2019","AR",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,"05000US05051","Garland County, Arkansas",99386,47064,2764,2491,2907,1985,1152,423,758,1729,2589,2190,2537,2867,2981,2652,2696,1489,2021,1397,2096,2784,2638,900,1018,52322,2192,3012,2231,1957,1030,822,281,1087,3083,3129,2911,3524,2789,3187,4160,1557,2404,790,2037,4218,2307,2007,1607,"Garland County, Arkansas",0,930,496,737,679,781,740,601,429,635,407,166,1096,851,506,231,679,474,623,616,799,717,545,348,440,930,344,757,643,737,574,464,259,519,650,655,1097,1155,145,484,909,662,844,414,734,782,611,719,589
"G0500690","2019","AR",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,"05000US05069","Jefferson County, Arkansas",66824,32559,1243,3092,1371,1390,525,549,767,1169,2830,1907,2167,2084,1932,2011,1952,806,1552,602,905,1807,1178,259,461,34265,2731,1449,2086,1160,708,633,993,1239,1942,2231,1420,2021,1948,2115,2374,1040,1373,573,1386,1892,993,1029,929,"Jefferson County, Arkansas",0,812,642,690,498,486,324,296,542,568,276,225,595,565,0,0,556,390,501,328,319,416,321,180,282,812,642,711,669,305,630,655,696,868,807,346,496,601,0,0,605,456,449,323,492,473,460,378,508
"G0500850","2019","AR",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,"05000US05085","Lonoke County, Arkansas",73309,35307,2470,2032,3187,1597,940,909,109,898,2494,2248,2478,2560,2255,2450,2250,449,1391,610,1052,1241,777,582,328,38002,2289,1900,3364,1778,578,302,636,1019,2438,2999,3644,1751,2492,2505,1736,888,1870,783,1183,1291,1013,513,1030,"Lonoke County, Arkansas",0,778,318,652,621,207,196,497,154,547,336,143,617,619,285,398,498,284,504,284,373,357,297,265,275,778,284,584,890,265,272,243,428,532,192,502,772,607,301,442,456,439,389,348,430,411,504,332,502
"G0501190","2019","AR",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,"05000US05119","Pulaski County, Arkansas",391911,186858,13067,12071,13607,7208,4090,902,2360,8963,14784,13014,13682,10597,11390,10913,11362,4446,6708,4490,4981,8119,5003,2204,2897,205053,12729,13192,11162,7213,4137,1786,1548,9192,15252,14492,13580,13120,12704,11860,13785,5563,7458,5221,6989,8840,5036,3437,6757,"Pulaski County, Arkansas",0,907,438,1656,1469,357,358,579,871,1109,742,491,1519,1366,816,693,1187,1324,1239,1130,1002,1158,763,627,764,907,581,1478,1553,473,449,873,816,1220,382,699,1955,2003,675,433,1357,1139,1309,1145,1048,1101,1049,864,1128
"G0501250","2019","AR",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,"05000US05125","Saline County, Arkansas",122437,59994,3826,4440,3423,2906,1048,487,229,1900,4091,3583,3557,4596,4218,3777,3444,953,3345,2009,2099,1894,2164,1293,712,62443,3377,3285,4499,2575,1822,405,861,2624,3828,3401,4139,3785,4065,3481,3188,2576,2105,2520,1622,3059,1878,1775,1573,"Saline County, Arkansas",0,979,564,835,840,578,206,364,214,515,671,453,1192,1256,646,616,708,409,910,738,592,550,597,524,352,979,532,866,807,854,845,489,486,1073,630,205,812,985,708,205,694,659,675,973,662,862,583,588,595
"G0501310","2019","AR",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,"05000US05131","Sebastian County, Arkansas",127827,61816,4455,2952,5513,2542,2514,1261,1353,1353,3752,4152,3585,3434,4005,4343,3468,2623,1729,954,2033,2354,1332,1519,590,66011,4067,4292,3766,3085,1055,266,1233,2741,4851,4317,4173,4328,3289,3749,3299,2545,2068,1649,1730,3582,2377,1742,1807,"Sebastian County, Arkansas",0,977,394,991,963,505,963,691,672,644,512,517,887,894,611,598,792,975,666,376,542,472,576,575,392,977,345,1136,1075,603,162,379,663,1037,856,712,1005,1034,409,544,754,803,614,810,526,670,768,701,721
"G0501430","2019","AR",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,"05000US05143","Washington County, Arkansas",239187,119984,8119,8162,8971,5029,5100,3149,3385,6432,9517,8074,7773,8046,7869,6007,6943,1766,2693,1699,2805,3411,2355,1856,823,119203,7700,8017,7633,4118,5434,3347,2950,5981,8834,7194,7303,9518,6446,5993,7079,1801,3646,1853,2190,5519,2480,1955,2212,"Washington County, Arkansas",0,1199,564,1482,1683,708,840,1858,1256,1540,615,998,1371,1817,1393,841,855,573,783,520,686,847,507,544,351,1199,654,1398,1381,595,754,1299,1089,1228,561,828,1331,1497,690,840,1095,645,770,553,625,861,569,703,533
"G0501450","2019","AR",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,"05000US05145","White County, Arkansas",78753,38769,2414,2459,3408,1387,1855,451,225,1734,2514,2419,2582,1807,2295,2348,3791,755,499,322,1408,1857,1272,412,555,39984,2147,2102,2837,1521,1895,833,196,1843,2376,2457,2529,1803,2670,2455,2069,621,2241,859,1135,2076,1849,544,926,"White County, Arkansas",0,454,182,769,796,97,890,364,234,633,412,359,637,585,178,234,459,448,337,222,502,504,358,245,363,454,182,716,760,224,890,628,192,878,136,203,684,587,266,264,653,361,668,433,560,626,473,285,372
"G0600010","2019","CA",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,"05000US06001","Alameda County, California",1671329,823696,48598,47995,49668,28168,19683,10527,9975,27647,67855,72710,66040,61982,56450,52743,52656,20471,26037,15499,18861,30052,16719,11807,11553,847633,45765,43900,48821,27183,19756,8468,10570,29498,66393,71834,67685,59973,57081,52576,52983,22693,28668,16762,24275,35091,22626,16954,18078,"Alameda County, California",0,335,418,3063,3040,247,268,1614,1858,2270,197,348,3585,3541,454,428,2990,2166,2320,1974,1777,2159,1579,1404,1444,335,216,2808,2838,207,191,1145,2152,2224,176,410,2905,2920,466,401,2518,2155,2423,2085,2025,1970,1934,1660,1620
"G0600070","2019","CA",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,"05000US06007","Butte County, California",219186,108389,6249,6242,6222,3968,4140,2976,1879,6469,7899,7105,7050,6107,5515,5491,6278,2317,4131,3755,2952,4909,2985,1892,1858,110797,5732,6345,6389,3309,4814,1814,2796,6027,7704,6444,5737,6055,5909,5605,6118,2631,5160,2924,3545,6414,3978,3013,2334,"Butte County, California",0,873,342,1172,1126,467,795,1404,817,1451,231,675,1066,1000,337,293,1124,775,932,1040,819,952,652,599,546,873,316,933,696,427,985,786,1005,1202,427,491,1157,1204,431,375,1167,799,1165,699,642,790,630,742,535
"G0600130","2019","CA",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,"05000US06013","Contra Costa County, California",1153526,563385,32960,36952,37982,23947,13727,6209,5874,20953,36699,37032,39468,37167,38546,38844,39794,15587,19067,11347,14956,23955,14459,8705,9155,590141,31251,36037,37295,22960,13143,6445,5789,19815,35923,36845,39067,41101,40178,40390,42549,16376,20660,12721,17602,28783,18238,12572,14401,"Contra Costa County, California",0,1962,332,2795,2755,320,110,1421,1138,1506,266,720,2686,2715,299,183,2657,2178,2059,1503,1503,1897,1347,1085,1235,1962,75,3044,2734,324,972,1496,1478,1723,563,360,2240,2535,125,125,2396,2084,2193,1713,1668,1990,1799,1547,1419
"G0600170","2019","CA",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,"05000US06017","El Dorado County, California",192843,95507,4842,5364,5525,3442,1852,1615,1387,1905,4805,5400,5672,5147,6841,5646,7006,3581,4958,3535,4029,5282,3220,3272,1181,97336,4202,4720,6667,3609,1436,568,390,3251,4505,4895,5903,6351,5925,6319,8652,3542,4831,3115,4346,5079,4472,1664,2894,"El Dorado County, California",0,929,599,951,1051,333,457,617,723,800,571,645,1118,1163,685,342,1201,1041,1095,734,866,1078,806,888,566,929,678,965,916,347,243,442,399,653,559,675,1117,1184,580,589,1120,1072,995,793,819,803,990,620,798
"G0600190","2019","CA",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,"05000US06019","Fresno County, California",999101,499209,38592,40142,42365,22693,14432,8209,7783,18481,41250,38358,35261,30287,27569,26915,26332,11056,12943,8576,11983,14462,9855,5945,5720,499892,36539,37908,41010,22134,13734,5863,8848,18928,38750,36243,33084,30854,26751,26567,27469,10557,15458,9748,11474,17763,11474,7314,11422,"Fresno County, California",0,535,168,2653,2626,25,725,1341,1465,1692,599,504,2563,2349,89,154,1965,1692,1575,1319,1569,1460,1367,1018,1084,535,75,3005,2978,220,611,1425,1511,1719,197,259,2450,2476,531,125,2026,1705,1544,1363,1397,1895,1393,1038,1647
"G0600230","2019","CA",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,"05000US06023","Humboldt County, California",135558,66417,3280,3249,4431,1769,3110,796,580,4090,4506,4341,5775,3728,4427,3087,3754,1765,2644,1632,2031,3521,1910,939,1052,69141,3526,4139,3230,1991,2302,960,2432,2575,5063,4509,4255,3649,4002,3432,3796,1803,3536,1777,2833,3849,2196,1158,2128,"Humboldt County, California",0,757,469,867,746,231,750,577,435,1066,645,609,1019,986,684,316,736,577,653,537,591,604,455,452,385,757,437,704,753,349,514,474,1008,928,864,597,949,915,635,486,911,642,922,719,816,764,492,422,795
"G0600250","2019","CA",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,"05000US06025","Imperial County, California",181215,92926,7290,7871,6857,4216,2675,891,2464,3281,8362,7700,7904,3861,4281,5227,5302,1749,2328,2089,1184,2965,1909,1393,1127,88289,7187,6718,7244,4215,2672,1520,1354,3005,5985,5515,4919,5316,5088,4835,4781,1245,3674,1602,2561,2860,2533,1776,1684,"Imperial County, California",0,619,426,1109,1393,390,216,543,901,950,678,645,1047,1049,273,609,906,810,849,689,560,742,660,647,551,619,489,1263,1280,461,470,949,655,951,351,336,1084,1171,520,129,971,566,977,596,784,835,679,702,680
"G0600290","2019","CA",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,"05000US06029","Kern County, California",900202,460491,34167,37312,38533,21156,13487,7689,6465,20265,39815,36029,35194,25885,26335,24623,23321,9684,13980,6864,10879,11324,8309,4977,4198,439711,33934,33723,39359,20936,12379,5117,5069,18655,34313,31068,28256,26513,24926,23557,24590,9941,12266,6974,9847,16650,9679,6119,5840,"Kern County, California",0,1260,634,3477,3411,886,954,1856,1596,2172,319,268,2206,2246,908,617,1750,1800,1689,998,1296,1380,1060,1030,970,1260,615,2906,2983,930,1267,1823,1481,1841,637,377,2023,2084,469,128,1698,1544,1550,1263,1431,1936,1303,1158,1185
"G0600310","2019","CA",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,"05000US06031","Kings County, California",152940,83977,6269,3856,7184,2980,1800,1380,1387,5019,7816,7748,7054,5588,5959,4367,4458,1250,2137,1235,1573,2099,1701,558,559,68963,6212,5417,6399,3026,2005,1180,1147,2596,5655,5082,4791,3533,3402,3519,3864,765,1988,1369,1099,2183,1922,861,948,"Kings County, California",0,967,632,794,810,498,326,659,555,825,455,711,1130,951,740,349,764,479,746,450,591,687,325,273,310,967,695,945,952,500,429,634,630,752,622,464,801,814,327,421,691,433,772,499,471,629,413,363,462
"G0600330","2019","CA",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,"05000US06033","Lake County, California",64386,31474,1531,2006,1863,991,1058,0,659,194,2280,2110,1320,2271,1523,2223,2826,1002,893,413,1798,1940,1658,501,414,32912,2063,1811,2251,916,1378,72,97,310,1606,1715,2587,1456,1779,1595,1823,1488,2323,1717,1047,2170,1927,483,298,"Lake County, California",0,1133,682,601,590,451,676,216,546,291,811,693,532,766,617,738,622,621,418,334,610,525,408,303,267,1133,721,567,583,363,552,94,170,273,684,739,775,727,473,105,601,628,746,784,489,626,368,324,222
"G0600370","2019","CA",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,"05000US06037","Los Angeles County, California",10039107,4949825,296228,286814,330504,184805,128210,66433,66906,208030,427974,407057,357533,334590,330626,322892,304188,124489,158021,97586,118667,153860,104768,72820,66824,5089282,283019,279464,306004,177711,126160,63736,65392,208077,414407,387346,353151,330360,338745,329125,318731,130008,178616,107784,138782,191739,136596,103748,120581,"Los Angeles County, California",0,1046,828,7301,7344,395,351,4151,3863,4867,0,825,6215,6199,362,0,6735,5523,6210,4052,4850,4082,3515,3556,3580,1046,921,6613,6614,393,422,4117,3564,4960,0,728,6963,6931,0,0,7534,6052,7031,5101,4682,4971,4656,4306,4305
"G0600390","2019","CA",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,"05000US06039","Madera County, California",157327,76562,5739,5936,6471,3724,2040,1647,1272,2249,5159,4741,4417,6058,4038,3936,4575,1078,2591,1700,2306,2547,1552,1683,1103,80765,5620,6959,5189,3502,2315,1342,626,3304,5658,5781,5404,5039,4754,4273,5295,1859,1889,1869,2587,2477,1978,1916,1129,"Madera County, California",0,1054,707,1163,1139,264,235,460,645,477,105,610,1143,1176,586,89,946,539,733,569,591,555,574,436,530,1054,639,1191,1180,139,404,589,327,547,219,918,944,938,262,130,828,654,654,639,577,538,587,592,504
"G0600410","2019","CA",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,"05000US06041","Marin County, California",258826,126643,5364,6622,8234,5523,3865,1280,528,4088,5516,6327,7319,7255,9502,9461,9073,4156,5829,2713,4376,8300,5359,3754,2199,132183,5952,6735,8274,4896,2481,1253,1732,3490,4183,5315,7136,7265,10724,9921,9389,3799,6781,4627,4728,9422,4339,4935,4806,"Marin County, California",0,761,346,1051,1116,408,1189,725,457,817,993,536,1239,1205,816,746,1245,949,1154,812,1027,1191,755,999,562,761,388,1167,1278,384,549,972,687,1102,196,268,813,812,973,923,1352,1049,1205,940,886,1092,871,1013,949
"G0600450","2019","CA",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,"05000US06045","Mendocino County, California",86749,42245,2213,1448,3976,1131,1210,338,448,1887,1692,2186,3388,1641,2406,3317,2716,1386,1543,1182,1370,3820,2282,389,276,44504,2670,2794,2394,1693,1196,464,259,1067,3026,1526,3481,2289,2502,2232,2215,1629,2085,1331,1683,3643,1406,1440,1479,"Mendocino County, California",0,989,928,498,480,558,669,251,280,506,608,382,985,724,540,685,803,638,673,464,627,608,324,249,210,989,928,1192,966,847,525,317,295,668,632,753,870,865,320,342,702,633,680,481,618,757,464,566,537
"G0600470","2019","CA",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,"05000US06047","Merced County, California",277680,140344,10299,10954,12695,7279,4949,3017,2216,4886,11946,10164,9625,8926,7248,7735,6854,3137,3801,1519,3026,4725,2194,2051,1098,137336,10779,10228,11817,6729,4454,2679,3053,4186,10441,8502,9948,8089,7680,7308,6266,3557,4523,2311,3348,3979,2243,2943,2273,"Merced County, California",0,634,252,1557,1532,460,388,864,846,1436,649,857,1463,1283,349,591,1018,844,896,516,793,771,606,788,484,634,251,1564,1590,432,563,748,955,933,707,394,1537,1418,465,312,1216,1087,1120,793,664,911,738,869,815
"G0600530","2019","CA",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,"05000US06053","Monterey County, California",434061,220206,15440,15781,16773,9066,6232,3774,2871,9110,16983,15747,15529,15573,13466,12499,11929,5241,6527,4403,5165,7804,4703,2391,3199,213855,14779,15366,16484,9502,6937,2694,2020,9308,14561,13868,13178,13491,12202,11875,12950,4907,6731,5123,5076,8297,5390,4089,5027,"Monterey County, California",0,666,382,1806,1761,92,354,1079,863,1032,690,97,1813,1816,312,272,1128,868,1021,948,874,1038,827,690,800,666,683,1792,1761,543,443,743,836,1005,145,229,1557,1611,214,373,1350,992,1138,1021,1004,1337,892,799,856
"G0600550","2019","CA",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,"05000US06055","Napa County, California",137744,68568,3607,3352,4775,2763,1761,687,1090,2254,4489,4506,4291,4256,4543,4248,4703,2023,2857,1731,2526,3320,2403,1115,1268,69176,2930,3361,4560,2575,1810,896,682,2975,3934,4196,4544,3796,4316,4440,5569,1728,2201,1584,2835,3986,2442,1659,2157,"Napa County, California",0,527,346,747,727,191,600,371,600,677,279,438,829,870,281,266,719,599,951,497,567,536,480,383,432,527,124,735,705,234,218,663,476,721,260,337,681,679,395,79,538,491,579,638,626,614,407,461,564
"G0600570","2019","CA",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,"05000US06057","Nevada County, California",99755,48342,2682,2520,1712,1192,835,408,118,1564,2452,2641,3139,3016,2614,2504,3233,1894,2934,1555,2730,3705,2560,922,1412,51413,2418,1841,2684,1782,958,988,317,728,2011,3040,3741,1987,2505,2840,3988,1866,2877,2121,3270,3619,2315,1467,2050,"Nevada County, California",0,805,790,586,607,559,241,445,132,786,548,471,1051,898,363,131,797,723,902,578,742,823,505,421,478,805,515,843,593,446,554,556,439,588,192,632,773,499,270,348,798,679,777,863,842,906,663,473,573
"G0600590","2019","CA",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,"05000US06059","Orange County, California",3175692,1568073,95525,90497,105440,62307,40888,22131,22472,59027,123596,111527,108598,95588,106102,108117,107845,40292,52193,31154,38111,57713,40592,24386,23972,1607619,89805,92233,94883,58986,39879,17009,18083,66049,116713,106066,101839,104704,111466,111864,104456,44287,59929,31567,44571,71116,49001,34511,38602,"Orange County, California",0,1014,897,3806,3699,602,552,1983,2516,3399,520,454,4126,4183,540,325,4096,3124,3229,2179,2483,2756,2210,1833,2022,1014,508,3540,3553,583,483,2014,2209,2721,384,332,4216,4279,701,646,3832,2862,3966,2487,2563,2503,2544,2419,2586
"G0600610","2019","CA",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,"05000US06061","Placer County, California",398329,194974,10702,12524,13823,8381,4000,2781,1749,5877,10351,11169,12568,13896,12700,13151,13679,4812,7264,4007,6926,10038,6409,4346,3821,203355,10327,11340,13536,7525,4907,1522,1946,5868,9989,10847,14500,12180,13897,13116,13260,5976,9021,4771,7331,12072,8521,5392,5511,"Placer County, California",0,526,292,1796,1887,218,572,869,715,837,163,807,1496,1588,329,645,1383,992,1295,873,1208,1372,980,931,825,526,290,1188,1208,171,894,700,615,900,272,154,1632,1569,560,336,1415,984,1348,973,1019,1157,1168,869,1100
"G0600650","2019","CA",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,"05000US06065","Riverside County, California",2470546,1232033,80079,83333,96015,54369,35461,20071,16007,47955,92116,85801,84663,75616,75959,75549,73855,27553,40202,22739,26789,48439,32585,21439,15438,1238513,75960,79982,91628,52789,34527,16940,16295,48218,85838,81626,81318,79201,76789,74208,73213,31036,40159,22713,36235,51404,39347,25805,23282,"Riverside County, California",0,409,409,4471,4470,264,468,2261,2239,3102,526,400,4522,4500,697,269,3355,3217,2504,2519,2286,2698,2257,2304,2173,409,338,4386,4390,307,344,2031,2085,2792,464,585,4535,4560,427,386,3449,3077,3265,2195,2339,2701,3108,2640,2478
"G0600670","2019","CA",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,"05000US06067","Sacramento County, California",1552058,758955,49727,52229,52726,30555,18817,8786,10094,29164,61517,61316,56817,47839,46567,45669,47418,18160,24777,15482,20255,24058,17152,10375,9455,793103,48108,51457,48808,29511,16987,9095,7366,30092,61724,59979,59576,46924,48943,48005,51735,19295,28346,17983,23606,31866,19672,16307,17718,"Sacramento County, California",0,802,460,3528,3474,407,561,1531,1850,2409,522,831,2833,2932,422,503,2497,2190,2323,1543,1732,1809,1631,1526,1129,802,714,3394,3298,275,368,1924,1719,2085,458,585,2651,2636,170,0,2532,2129,2686,1891,1832,2081,1700,1700,1605
"G0600710","2019","CA",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,"05000US06071","San Bernardino County, California",2180085,1086226,78027,80228,84682,48881,31763,17316,15265,49991,90579,81592,73090,68952,65958,63403,63940,24573,30522,17581,27805,30251,19818,11997,10012,1093859,73704,74955,82623,46538,28748,16472,13851,46253,85366,78766,75970,65734,68188,64885,67061,27076,34321,22720,26223,36396,23033,17979,16997,"San Bernardino County, California",0,637,715,4342,4390,294,615,2632,2312,2491,342,436,3585,3650,551,281,3185,2415,2940,1954,1954,2218,1806,1622,1732,637,284,3816,3802,325,352,2257,1714,2494,245,697,3757,3777,840,425,2908,2610,2550,2689,2296,2623,2284,2018,1842
"G0600730","2019","CA",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,"05000US06073","San Diego County, California",3338330,1680316,104102,98004,104635,59074,48783,31284,26651,77254,148062,139831,121430,109943,102210,99308,95631,43771,53981,32550,41535,57259,37698,24347,22973,1658014,99064,94265,99430,56224,42376,20024,24554,65134,132389,128836,116336,104926,103255,100541,108752,40765,53033,34861,47692,67978,45820,34701,37058,"San Diego County, California",0,482,342,4539,4538,308,690,3056,3353,4091,273,663,5476,5445,594,723,3974,3380,3072,2482,2702,2739,2497,2299,1948,482,342,4486,4486,308,183,2882,2722,3433,259,510,4578,4603,612,307,3539,3227,3162,2558,3058,3297,3185,2775,3126
"G0600750","2019","CA",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,"05000US06075","San Francisco County, California",881549,447416,18833,15869,15953,7993,6103,3270,3888,15891,51790,54292,45531,30622,31041,29661,28434,10928,13229,8239,12995,17158,10067,8463,7166,434133,20255,15890,14622,8831,7945,3995,4252,16680,47664,50315,37612,28162,27552,24723,23264,10323,14672,9916,12077,19162,13687,9271,13263,"San Francisco County, California",0,1231,500,1944,1944,335,423,1156,882,1466,325,1010,2753,2778,268,214,2105,1796,1792,1353,1733,1958,1446,1487,1164,1231,632,1625,1461,355,1069,1191,1558,1717,920,340,2099,2149,550,548,1959,1562,1804,1652,1539,2016,1631,1414,1577
"G0600770","2019","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,"05000US06077","San Joaquin County, California",762148,380845,26684,27265,32681,18147,12408,6901,4363,14954,28449,25856,25576,25715,23096,22640,22643,9375,10304,5704,8610,12842,7756,4170,4706,381303,25244,25596,31216,16926,10109,5082,5964,13896,26796,25627,23594,26357,23474,22225,22308,8622,12645,6571,10349,14414,9864,6689,7735,"San Joaquin County, California",0,809,4,2327,2265,928,950,1392,1324,1692,259,702,2481,2387,223,346,1489,1428,1380,940,1410,1357,1209,1158,963,809,105,2257,2244,716,706,1542,1226,1946,297,404,2104,2075,318,179,1655,1331,1414,1062,1485,1396,1391,1077,1068
"G0600790","2019","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,"05000US06079","San Luis Obispo County, California",283111,141980,6029,5550,8938,3901,4754,4890,4041,9220,8770,7697,10752,6103,7696,7842,8613,3635,5700,3206,7041,6567,5383,3240,2412,141131,6576,5571,7956,4580,7304,3287,3247,6084,8055,7257,7191,8034,7105,7220,9837,4421,5631,4595,5213,8692,5983,3594,3698,"San Luis Obispo County, California",0,1400,93,1402,1326,610,944,1366,1162,1819,411,181,1091,1132,399,421,1272,1019,974,760,1046,832,1067,850,700,1400,650,995,1039,658,866,1248,1273,1667,896,464,1248,1264,254,257,1360,1026,1250,865,967,991,897,745,828
