GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,APJME001,APJME002,APJME003,APJME004,APJME005,APJME006,APJME007,APJME008,APJME009,APJME010,APJME011,APJME012,APJME013,APJME014,APJME015,APJME016,APJME017,APJME018,APJME019,APJME020,APJME021,APJME022,APJME023,APJME024,APJME025,APJME026,APJME027,APJME028,APJME029,APJME030,APJME031,APJME032,APJME033,APJME034,APJME035,APJME036,APJME037,APJME038,APJME039,APJME040,APJME041,APJME042,APJME043,APJME044,APJME045,APJME046,APJME047,APJME048,APJME049,NAME_M,APJMM001,APJMM002,APJMM003,APJMM004,APJMM005,APJMM006,APJMM007,APJMM008,APJMM009,APJMM010,APJMM011,APJMM012,APJMM013,APJMM014,APJMM015,APJMM016,APJMM017,APJMM018,APJMM019,APJMM020,APJMM021,APJMM022,APJMM023,APJMM024,APJMM025,APJMM026,APJMM027,APJMM028,APJMM029,APJMM030,APJMM031,APJMM032,APJMM033,APJMM034,APJMM035,APJMM036,APJMM037,APJMM038,APJMM039,APJMM040,APJMM041,APJMM042,APJMM043,APJMM044,APJMM045,APJMM046,APJMM047,APJMM048,APJMM049
"G0500690","2022","AR",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,"0500000US05069","05069","Jefferson County, Arkansas",64246,31983,2262,2513,1349,895,982,581,249,1898,1719,1853,2567,1834,1787,1990,2317,669,1157,925,617,1826,1214,536,243,32263,1477,2481,1383,1362,555,286,447,1442,2294,2105,1582,2100,1654,1893,2053,615,1822,735,1801,1418,1374,949,435,"Jefferson County, Arkansas",,844,692,530,514,499,566,566,168,556,648,654,719,588,476,71,624,373,493,466,310,442,339,255,222,844,700,520,526,439,532,340,507,700,300,419,653,763,734,208,565,394,571,293,508,451,330,329,238
"G0500850","2022","AR",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,"0500000US05085","05085","Lonoke County, Arkansas",75225,38287,2609,2764,2612,1634,878,459,512,1318,2452,2820,2627,2635,2402,2208,1602,1636,1675,1619,777,1127,683,926,312,36938,2053,2037,2900,1495,1155,74,376,1237,2195,2486,2660,2135,2606,2482,2099,1141,1869,959,1115,1419,1217,658,570,"Lonoke County, Arkansas",,539,452,651,599,311,549,492,472,536,334,369,748,742,293,78,546,652,646,655,456,388,352,347,243,539,315,627,717,207,563,135,554,658,178,219,796,794,459,376,696,494,831,366,377,418,368,273,295
"G0501190","2022","AR",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,"0500000US05119","05119","Pulaski County, Arkansas",399145,190255,12214,12476,13292,8153,3577,2790,2520,9697,13020,13805,12710,12854,10407,11002,11839,4378,6590,4619,5783,7803,5408,2894,2424,208890,12771,12964,12319,7283,4071,2003,2389,9078,14700,14469,14845,13164,11759,12283,12991,5965,7367,5417,5911,11135,6620,5242,4144,"Pulaski County, Arkansas",,1032,721,1692,1699,440,1186,1390,1436,1895,2026,363,1812,1666,507,349,1406,1182,1213,960,910,1089,734,593,720,1032,701,2193,2121,379,435,1002,1126,1544,741,554,1794,1607,365,409,1265,1301,1267,1176,1131,1481,882,873,909
"G0501250","2022","AR",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,"0500000US05125","05125","Saline County, Arkansas",127357,61563,2976,3746,4950,2428,785,486,979,2943,3787,3426,2934,5271,4406,3538,3657,1585,2935,1672,1923,2497,2505,1265,869,65794,4116,4344,4050,2579,1589,1223,435,1799,3700,4322,4413,4382,3850,4231,3399,1905,2668,1448,2045,3547,2844,1538,1367,"Saline County, Arkansas",,1306,330,908,879,380,381,427,510,1230,688,228,807,1070,678,196,747,668,832,605,596,758,445,470,442,1306,1322,1023,1418,366,933,775,413,868,780,668,909,883,659,668,675,666,849,627,624,810,590,548,522
"G0501310","2022","AR",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,"0500000US05131","05131","Sebastian County, Arkansas",129059,64053,3866,5170,4146,2950,1190,1579,1247,2193,3829,5037,4709,3264,3647,3626,2935,2186,3099,1761,2123,1779,1555,923,1239,65006,3710,3327,5277,2006,1314,224,831,2752,4773,4482,3387,4380,4041,3818,5560,1223,1878,2484,1997,2515,1748,1481,1798,"Sebastian County, Arkansas",,585,466,856,858,340,602,739,553,791,505,440,952,807,578,559,843,837,974,636,581,568,504,292,453,585,565,788,909,457,605,154,506,800,440,621,914,992,600,570,950,706,602,783,584,703,652,767,650
"G0501430","2022","AR",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,"0500000US05143","05143","Washington County, Arkansas",256054,127322,7424,9792,7506,4876,5665,3767,3203,7423,9904,9420,8917,9027,7179,6831,6602,1403,4171,1714,3356,3983,2602,1505,1052,128732,7118,9305,8183,4963,6174,3296,2767,7435,9298,8709,8018,8738,6780,6959,6043,2358,4878,2589,4409,3348,3003,2008,2353,"Washington County, Arkansas",,1179,424,1312,1184,781,674,1185,1075,1376,606,577,1602,1442,827,870,1147,527,840,589,697,850,520,582,452,1179,534,1755,1597,656,655,1107,1007,1135,550,498,1408,1330,419,506,927,720,872,832,961,734,641,616,712
"G0501450","2022","AR",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,"0500000US05145","05145","White County, Arkansas",77755,37469,2379,1773,3176,1542,1175,364,566,1980,2048,2681,2477,2211,2192,2448,1787,1369,1687,992,1157,1224,1146,618,477,40286,2101,3525,1932,1467,2062,534,829,1377,2087,2494,1774,2935,2071,2577,1893,1862,1553,859,1588,1362,1532,814,1058,"White County, Arkansas",,576,343,720,762,121,234,252,370,617,121,483,664,800,150,169,568,589,585,368,464,451,311,242,321,576,329,736,620,92,502,294,549,590,202,210,653,712,117,277,678,910,695,426,453,444,470,382,358
"G0600010","2022","CA",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,"0500000US06001","06001","Alameda County, California",1628997,810070,42629,44797,46934,29136,19221,10211,9198,27449,55199,70553,67122,63817,55956,55321,51653,20133,27390,17041,20607,31385,19787,12893,11638,818927,41199,42914,43402,26732,19456,8967,10715,26312,55151,69142,61491,64115,54409,53353,50813,20971,27628,19178,22810,36796,28128,16504,18741,"Alameda County, California",,681,314,2647,2673,512,117,1791,1394,1557,346,551,3707,3746,530,485,2347,2244,2099,1762,1872,2186,1656,1474,1616,681,295,2958,2982,176,122,1737,1716,1801,494,512,3277,3300,450,528,2678,2081,2282,1842,2057,2358,2109,1866,1838
"G0600070","2022","CA",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,"0500000US06007","06007","Butte County, California",207303,103480,5737,7017,4773,4177,3392,1973,2002,7542,7615,7016,7136,5641,5394,5561,4884,1872,4446,1954,4522,4337,3294,1479,1716,103823,5070,5388,5959,3399,3683,2989,3394,5418,6513,6612,6307,5629,5230,5135,5637,2167,4125,2598,3092,6417,3303,2846,2912,"Butte County, California",,858,373,936,1067,759,246,941,999,1337,567,499,939,969,441,312,797,574,840,634,859,879,673,483,500,858,485,1087,1139,672,193,1343,1092,1290,407,440,864,864,440,248,982,880,908,696,816,920,660,534,595
"G0600130","2022","CA",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,"0500000US06013","06013","Contra Costa County, California",1156966,569707,31159,34656,37327,24581,14299,8216,5961,19827,33530,37510,40899,40300,38206,40045,38830,14472,20480,10633,18209,24700,16446,9804,9617,587259,30016,34268,35333,23397,12676,8006,7698,17885,32124,37616,41501,40266,39201,39489,36973,15130,23953,13223,19503,29017,22431,12684,14869,"Contra Costa County, California",,418,220,2040,2038,367,580,2069,1374,2112,350,318,2930,2916,345,176,2827,1858,2911,1472,1785,1913,1307,1233,1211,418,477,2073,2097,400,3,1972,1541,2031,290,401,2161,2219,386,236,2408,1934,2368,1461,1887,1955,1671,1584,1764
"G0600170","2022","CA",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,"0500000US06017","06017","El Dorado County, California",192646,96589,4180,4945,5880,3979,1720,868,1037,2332,5735,5002,5824,6083,5460,6704,7606,3612,3707,4357,3434,5895,3798,2967,1464,96057,4080,6208,4329,3414,2077,661,939,1707,4713,5516,6789,5818,4800,6200,6695,3798,4559,2142,5118,6642,4560,2745,2547,"El Dorado County, California",,854,450,1089,1007,505,293,480,614,725,558,608,1065,1198,563,655,1214,1020,931,926,902,899,696,628,475,854,446,1075,1045,446,597,374,444,539,668,539,1114,1117,515,692,939,808,943,606,954,886,682,706,610
"G0600190","2022","CA",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,"0500000US06019","06019","Fresno County, California",1015190,510861,35655,37021,45672,25953,14314,7865,6421,22978,38039,40126,36670,33041,29080,27738,24131,11049,16245,8879,11796,15716,10709,6103,5660,504329,34352,37715,40751,23595,13765,5111,5675,25022,35508,38143,35108,31178,27651,26664,25699,9856,16417,11680,11274,17841,14899,6493,9932,"Fresno County, California",,786,166,2845,2944,739,615,1557,1392,2103,1105,402,2837,2849,230,255,2005,1594,1589,1390,1603,1521,1187,975,918,786,86,2847,2846,731,619,1458,1149,1714,153,270,2619,2646,680,635,2080,1353,1978,1766,1369,1873,1361,1171,1485
"G0600230","2022","CA",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,"0500000US06023","06023","Humboldt County, California",135010,67044,2772,3435,3404,2258,1768,980,702,3759,6414,3810,4618,4646,4424,3861,2758,1892,3061,1507,2931,3694,2805,754,791,67966,2610,2843,4567,2218,2555,656,1548,3641,3809,5271,3382,4354,3523,3365,3155,2316,3506,2052,2503,4670,3004,1545,873,"Humboldt County, California",,805,131,765,856,707,394,785,463,923,926,211,922,839,482,340,714,689,705,454,820,756,551,352,403,805,128,777,986,572,764,372,948,991,297,860,862,1159,520,380,649,693,914,742,639,691,692,527,396
"G0600250","2022","CA",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,"0500000US06025","06025","Imperial County, California",178713,91304,6364,6025,8708,4444,2594,1616,1907,3362,7505,7552,6128,5927,4887,4494,4794,1646,2427,2310,1865,2448,1743,1768,790,87409,6122,6907,7337,4232,2351,1465,800,3345,5626,5691,6176,5028,4659,4883,5632,1465,1941,1672,3530,2298,3534,1603,1112,"Imperial County, California",,764,473,1204,1123,312,110,779,911,875,651,854,1162,1108,471,404,816,529,778,683,792,733,518,582,407,764,348,1131,1181,180,44,631,366,837,450,354,1160,972,299,379,795,509,728,703,778,791,632,630,422
"G0600290","2022","CA",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,"0500000US06029","06029","Kern County, California",916108,468373,32812,35701,40890,23452,13649,6552,7188,21975,35890,37230,33722,31298,26674,24750,25150,8349,12856,7150,10698,15054,8551,4861,3921,447735,31207,35670,37604,22700,12965,5004,5580,20827,31822,32934,29273,28964,24382,24306,24712,8434,13551,7983,11199,14821,11232,6135,6430,"Kern County, California",,452,145,2634,2588,174,871,1591,1574,2153,840,194,2300,2303,455,422,2176,1586,1672,1423,1492,1495,1223,937,880,452,146,2396,2414,112,652,1260,1331,1733,297,4,2257,2221,148,418,2118,1525,1767,1409,1474,1511,1121,940,1170
"G0600310","2022","CA",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,"0500000US06031","06031","Kings County, California",152981,83519,5187,5293,6877,3329,2261,1975,862,4707,7077,7041,6861,6754,5202,4795,4657,1258,1759,965,2103,1766,1546,697,547,69462,5350,5075,6487,3206,1583,944,1028,3306,6336,5207,5396,3333,3550,3184,4127,1347,1551,1089,1676,1889,1618,1008,1172,"Kings County, California",,1320,725,1139,1237,378,336,1175,564,1274,411,1174,1712,1644,595,487,685,462,424,413,579,605,501,525,316,1320,503,842,890,359,715,569,640,1056,1277,515,996,895,266,270,829,562,594,530,575,540,506,483,492
"G0600330","2022","CA",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,"0500000US06033","06033","Lake County, California",68191,34380,1739,1764,2004,2139,701,575,237,790,1440,2053,1509,1986,2045,2005,2381,822,2102,1019,1277,2104,1518,1592,578,33811,1804,1099,2958,733,463,147,237,1046,2325,1824,2124,2100,1672,1667,2277,970,1223,1709,1239,2318,1685,1059,1132,"Lake County, California",,716,508,616,617,471,436,535,280,718,686,377,627,463,501,468,701,482,686,453,504,509,671,695,406,716,611,452,456,388,379,185,215,818,449,383,733,755,768,205,661,446,482,720,501,683,562,412,613
"G0600370","2022","CA",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,"0500000US06037","06037","Los Angeles County, California",9721138,4825592,248653,271421,310583,185869,121195,63525,65808,199114,371288,406835,365982,335062,313286,327924,297691,124054,169334,95681,131417,170150,114714,72092,63914,4895546,239740,258409,292632,176475,118848,58001,65541,199521,362725,387695,342334,323290,311474,322414,305753,125924,173275,109666,144711,204084,147058,104622,121354,"Los Angeles County, California",,371,222,7405,7405,254,297,3831,4241,5184,,,8134,8134,,,6771,5478,6208,3648,4583,5133,4318,3458,3268,371,223,6166,6165,254,302,4560,4311,6025,,,8432,8433,,,7535,6189,5008,4108,5515,4936,4591,4651,5191
"G0600390","2022","CA",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,"0500000US06039","06039","Madera County, California",160256,79198,5468,6541,6415,4447,2159,1362,988,3363,4530,5429,5362,4692,4956,4373,3823,1521,2743,1206,3007,3437,1610,714,1052,81058,4495,5931,6129,4118,3040,909,858,3169,4883,5504,5554,5407,4781,4416,3774,1511,3594,2461,2721,2921,1934,1570,1378,"Madera County, California",,918,410,870,941,659,341,685,454,988,502,289,951,1024,637,112,807,531,649,535,816,789,394,316,455,918,364,1183,1292,485,712,530,528,705,601,323,787,872,437,462,838,651,1250,715,747,719,492,543,451
"G0600410","2022","CA",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,"0500000US06041","06041","Marin County, California",256018,124273,5040,6166,7280,5090,2653,1411,861,2278,7387,5634,7771,7040,9678,9286,9903,3635,5272,2642,5817,7230,5527,3265,3407,131745,5547,6094,8234,4953,2982,587,1174,3772,5315,5084,5969,8732,8506,10219,9854,3649,5886,3805,5427,9551,8048,3686,4671,"Marin County, California",,1354,1010,1302,1319,181,1022,740,619,1337,1988,506,1231,1276,985,848,1225,940,907,757,1133,1070,935,620,742,1354,1013,1526,1513,244,779,468,797,1016,343,421,1116,1180,216,246,1219,964,1199,965,1101,1134,1007,882,1028
"G0600450","2022","CA",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,"0500000US06045","06045","Mendocino County, California",89783,44738,2235,2920,2768,1616,1156,240,379,738,2950,2400,3115,2670,2605,2766,2834,908,1706,1259,1948,3490,2316,913,806,45045,2163,3066,2580,1329,1238,84,313,1537,2021,1998,2881,3353,2627,2422,2760,1099,2236,1173,2533,3055,2310,1136,1131,"Mendocino County, California",,722,586,817,780,373,767,339,197,385,775,485,872,862,414,478,813,504,620,611,554,568,596,511,418,722,597,751,708,376,837,152,270,817,972,303,840,964,504,518,819,595,831,762,752,674,642,534,469
"G0600470","2022","CA",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,"0500000US06047","06047","Merced County, California",290014,147970,10854,11469,13041,7939,5370,2517,2205,7099,10386,10721,10261,9504,8265,7940,8257,2567,3835,2818,3626,3582,2378,2421,915,142044,9682,11176,11444,7399,5565,1815,2475,5532,10154,10033,9078,9480,7833,8054,7845,3010,3079,1888,3703,5085,4179,1278,2257,"Merced County, California",,756,471,1532,1415,451,524,836,864,1013,579,611,1407,1246,494,550,1420,811,1021,890,957,768,587,660,408,756,570,1223,1250,356,450,556,897,1102,346,330,1426,1325,161,495,1163,880,901,556,770,855,766,510,601
"G0600530","2022","CA",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,"0500000US06053","06053","Monterey County, California",432858,220203,14057,15751,16047,9939,6906,3513,3049,9219,14586,15161,16216,14523,13631,13371,12442,5106,6225,4114,5817,8468,5991,2985,3086,212655,14314,14189,16142,9656,6370,3405,3588,7959,13260,14178,13847,12743,12055,12220,12217,3670,7079,4251,7114,8239,7174,3973,5012,"Monterey County, California",,963,410,1635,1582,263,513,1073,799,1302,288,471,1520,1636,676,382,1353,1059,1000,831,1094,924,739,680,590,963,752,1967,2003,365,656,1148,971,1180,158,319,1528,1505,315,317,1090,1008,1063,964,1030,1051,1013,785,1088
"G0600550","2022","CA",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,"0500000US06055","06055","Napa County, California",134300,68028,3414,3107,4533,3087,1485,1158,676,3101,3613,3977,4310,4542,4508,4339,4387,1836,2549,1741,1471,4559,2259,2084,1292,66272,2283,2746,4023,2430,2038,474,583,2402,3783,3685,5194,3428,4010,4461,4378,2836,1962,1647,2225,4500,3130,1668,2386,"Napa County, California",,808,628,819,909,456,575,423,352,707,221,253,930,940,376,294,698,512,592,559,489,766,563,521,512,808,787,670,683,268,481,387,370,614,302,174,860,835,77,222,804,747,585,594,637,843,684,549,846
"G0600570","2022","CA",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,"0500000US06057","06057","Nevada County, California",102293,51791,2320,2854,2600,2112,797,525,209,1151,2291,3036,3684,2354,3138,3029,2922,697,3615,1900,3243,3707,2813,1754,1040,50502,1815,2225,2056,1334,908,737,135,868,1825,2667,4460,2252,2516,3115,3212,1831,3006,2238,3378,3393,3886,1266,1379,"Nevada County, California",,905,404,724,652,622,434,487,292,478,412,394,726,744,297,324,782,468,873,607,720,698,724,598,632,905,423,500,446,611,452,517,192,528,168,278,665,643,319,364,719,565,770,786,879,828,727,556,571
"G0600590","2022","CA",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,"0500000US06059","06059","Orange County, California",3151184,1564705,83245,90563,98874,63009,42126,23204,23784,57346,112182,116522,103782,105507,98273,109947,107359,39403,57644,33126,45356,59049,43002,29082,22320,1586479,79067,81260,99132,59370,42155,21062,21082,61794,105315,110844,102162,100877,101053,110418,105901,42195,57925,36295,47625,70648,55183,35502,39614,"Orange County, California",,612,530,4185,4103,357,806,3048,2775,3085,438,511,4818,4811,335,406,3877,3269,3350,2659,2880,3126,2621,2169,2025,612,491,4348,4319,282,711,3074,2651,3268,1191,623,5127,5094,390,321,3876,3259,3286,2761,2422,2737,3228,2866,2912
"G0600610","2022","CA",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,"0500000US06061","06061","Placer County, California",417772,205189,10658,12060,14887,8512,5477,2358,2118,6635,10417,11863,13079,15682,13325,13589,11918,5655,8776,4760,7027,9568,7244,4585,4996,212583,9663,11561,14579,8299,4041,2092,2352,5955,10513,11795,12112,16818,13219,14081,14401,6091,7040,6069,7934,11665,7343,7623,7337,"Placer County, California",,559,363,1539,1421,201,768,896,846,1171,638,474,1486,1594,360,380,1412,1129,1226,792,1066,1057,1047,899,937,559,247,1445,1427,435,394,936,852,948,363,301,1385,1407,443,502,1431,1037,1156,932,1212,1376,1105,936,831
"G0600650","2022","CA",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,"0500000US06065","06065","Riverside County, California",2473902,1243465,72899,81301,92687,56395,35269,18750,19403,49496,86115,89812,89092,82621,74672,76456,73784,29861,40338,25079,32489,45765,35844,21433,13904,1230437,69067,78172,88849,54183,33464,20795,17468,45636,80823,85679,80847,82033,73593,74329,66544,32616,41662,24174,40191,48273,43673,25059,23307,"Riverside County, California",,968,624,3700,3809,189,420,2442,2462,2879,381,675,4601,4619,402,258,3444,2903,2830,2113,2077,2408,2245,2076,1966,968,441,3146,3192,277,223,2370,2375,2933,609,552,3449,3403,298,319,2900,2571,2848,2349,2767,3225,2762,2403,2117
"G0600670","2022","CA",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,"0500000US06067","06067","Sacramento County, California",1584169,781977,47680,50090,53752,32884,19051,11342,8858,29565,56881,63833,62653,52950,47729,47691,45653,19419,25815,14761,23047,28011,20023,10638,9651,802192,45015,49020,49857,30857,18217,8108,7951,32375,55661,63154,60412,52386,47747,48299,48264,19094,28555,17289,25852,34883,24916,15873,18407,"Sacramento County, California",,420,317,2693,2693,196,436,1844,1551,2161,530,483,3278,3272,644,397,2481,2142,2403,1636,2237,2248,1499,1294,1340,420,317,3257,3258,195,491,1540,1383,1889,734,406,2891,2896,350,285,2701,2162,2461,1856,2462,2203,1906,1808,1926
"G0600690","2022","CA",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,"0500000US06069","06069","San Benito County, California",67579,33905,2102,2001,2942,1337,1568,388,538,672,1973,2877,3154,2005,2101,2039,2255,429,1349,436,871,1544,610,436,278,33674,1891,2830,2161,1832,706,365,428,1746,1707,2411,3322,1340,1738,2266,1717,1087,1148,922,777,1403,784,802,291,"San Benito County, California",,677,527,654,578,181,664,290,610,516,293,485,670,677,160,168,520,234,464,273,296,465,283,358,238,677,392,725,783,490,475,327,440,677,222,287,574,545,307,376,452,440,415,389,366,428,377,375,243
"G0600710","2022","CA",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,"0500000US06071","06071","San Bernardino County, California",2193656,1101675,71148,72996,89735,52219,31983,15415,17948,53197,84143,87850,70295,82003,66054,65183,64240,22018,32887,19258,25983,33468,22279,11686,9687,1091981,67081,72415,83198,48949,27912,16847,14897,45665,79462,83224,70511,75469,65980,65549,62645,25392,35310,23323,30831,36348,25795,19279,15899,"San Bernardino County, California",,629,329,4186,4193,206,264,1802,2342,2780,377,425,4360,4430,413,153,2936,2293,2461,2189,2011,2091,1463,1151,1259,629,276,4421,4450,133,234,2469,2235,2664,378,472,2984,2960,512,595,3291,2696,2868,1995,2152,2337,1947,1981,1905
"G0600730","2022","CA",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,"0500000US06073","06073","San Diego County, California",3276208,1660621,92459,91726,105065,59757,47568,26282,29059,75431,132937,140293,125672,117548,99292,100547,91596,39793,57625,31717,45200,62018,43652,24659,20725,1615587,88057,94085,91525,56951,42613,21841,23603,62060,119077,128654,112244,111067,96072,98142,95806,37284,57446,35896,48918,70257,57347,32537,34105,"San Diego County, California",,575,328,4362,4305,317,7,2644,2965,3530,481,505,4403,4293,308,536,3563,2958,3285,2530,2447,2859,2713,2329,1813,575,512,4416,4413,525,344,2569,2984,3952,329,514,4466,4452,557,735,4199,2757,3591,2494,3028,3286,3027,2810,2176
"G0600750","2022","CA",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,"0500000US06075","06075","San Francisco County, California",808437,414691,16356,13977,16683,8797,5765,2557,2714,14932,38071,46933,38853,32155,27112,29945,28178,10235,14058,8440,12770,18648,12698,7166,7648,393746,16973,14670,14099,8876,6302,1709,3597,16081,34912,41090,35764,25080,23912,24863,23600,8289,13558,10486,10360,21400,14402,10425,13298,"San Francisco County, California",,1206,524,1541,1484,546,232,824,721,1328,920,323,2456,2396,638,385,1924,1483,1914,1331,1678,1818,1563,1413,1238,1206,558,1602,1405,653,395,606,1020,1292,672,245,2289,2251,422,274,1785,1341,1646,1678,1809,1876,1412,1416,1425
"G0600770","2022","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,"0500000US06077","06077","San Joaquin County, California",793229,397943,26288,28018,33049,19309,11372,5020,6255,16998,27134,28630,27338,29367,24224,23891,24205,8438,10810,7493,9447,12684,9595,5216,3162,395286,24923,26816,30928,17867,9803,5466,6182,15560,26087,28077,26558,27325,23228,23519,23209,8511,11881,7624,11358,14385,10868,8292,6819,"San Joaquin County, California",,440,573,2703,2681,80,545,1251,1311,1710,325,418,2229,2265,393,158,2126,1362,1537,1174,1201,1358,1193,1038,851,440,293,2219,2301,2,241,1355,1734,2008,616,417,2104,2133,156,197,1917,1432,1645,1352,1438,1325,1541,1332,1170
